"date","rank","song","artist"
"2020-01-01",1,"All I Want For Christmas Is You","Mariah Carey"
"2020-01-01",2,"Rockin' Around The Christmas Tree","Brenda Lee"
"2020-01-01",3,"Jingle Bell Rock","Bobby Helms"
"2020-01-01",4,"A Holly Jolly Christmas","Burl Ives"
"2020-01-01",5,"Circles","Post Malone"
"2020-01-01",6,"Roxanne","Arizona Zervas"
"2020-01-01",7,"It's The Most Wonderful Time Of The Year","Andy Williams"
"2020-01-01",8,"Someone You Loved","Lewis Capaldi"
"2020-01-01",9,"Memories","Maroon 5"
"2020-01-01",10,"Good As Hell","Lizzo"
"2020-01-01",11,"Last Christmas","Wham!"
"2020-01-01",12,"Feliz Navidad","Jose Feliciano"
"2020-01-01",13,"The Box","Roddy Ricch"
"2020-01-01",14,"Dance Monkey","Tones And I"
"2020-01-01",15,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin"
"2020-01-01",16,"The Christmas Song (Merry Christmas To You)","Nat ""King"" Cole"
"2020-01-01",17,"10,000 Hours","Dan + Shay & Justin Bieber"
"2020-01-01",18,"Lose You To Love Me","Selena Gomez"
"2020-01-01",19,"Ballin'","Mustard & Roddy Ricch"
"2020-01-01",20,"BOP","DaBaby"
"2020-01-01",21,"Sleigh Ride","The Ronettes"
"2020-01-01",22,"Rudolph The Red-Nosed Reindeer","Gene Autry & The Pinafores"
"2020-01-01",23,"Bad Guy","Billie Eilish"
"2020-01-01",24,"Happy Holiday / The Holiday Season","Andy Williams"
"2020-01-01",25,"No Guidance","Chris Brown Featuring Drake"
"2020-01-01",26,"Senorita","Shawn Mendes & Camila Cabello"
"2020-01-01",27,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
"2020-01-01",28,"It's Beginning To Look A Lot Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra"
"2020-01-01",29,"Christmas (Baby Please Come Home)","RE- ENTRY"
"2020-01-01",30,"Panini","RE- ENTRY"
"2020-01-01",31,"Underneath The Tree","Darlene Love"
"2020-01-01",32,"Here Comes Santa Claus (Right Down Santa Claus Lane)","Lil Nas X"
"2020-01-01",33,"Hot","RE- ENTRY"
"2020-01-01",34,"Old Town Road","RE- ENTRY"
"2020-01-01",35,"Truth Hurts","Kelly Clarkson"
"2020-01-01",36,"Run Rudolph Run","Gene Autry"
"2020-01-01",37,"(There's No Place Like) Home For The Holidays (1959)","Young Thug Featuring Gunna"
"2020-01-01",38,"HIGHEST IN THE ROOM","Lil Nas X Featuring Billy Ray Cyrus"
"2020-01-01",39,"Heartless","Lizzo"
"2020-01-01",40,"Blue Christmas","RE- ENTRY"
"2020-01-01",41,"Everything I Wanted","RE- ENTRY"
"2020-01-01",42,"White Christmas (1947)","Chuck Berry"
"2020-01-01",43,"Jingle Bells","RE- ENTRY"
"2020-01-01",44,"Like It's Christmas","RE- ENTRY"
"2020-01-01",45,"Baby It's Cold Outside","Perry Como With Mitchell Ayers And His Orchestra"
"2020-01-01",46,"Trampoline","Travis Scott"
"2020-01-01",47,"Woah","The Weeknd"
"2020-01-01",48,"Futsal Shuffle 2020","RE- ENTRY"
"2020-01-01",49,"You're A Mean One, Mr. Grinch","RE- ENTRY"
"2020-01-01",50,"Ran$om","Elvis Presley"
"2020-01-01",51,"Falling","Billie Eilish"
"2020-01-01",52,"Don't Start Now","RE- ENTRY"
"2020-01-01",53,"Adore You","RE- ENTRY"
"2020-01-01",54,"One Man Band","Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra"
"2020-01-01",55,"Hot Girl Bummer","RE- ENTRY"
"2020-01-01",56,"Suicidal","RE- ENTRY"
"2020-01-01",57,"Lover","Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins"
"2020-01-01",58,"On Chill","Jonas Brothers"
"2020-01-01",59,"Even Though I'm Leaving","NEW"
"2020-01-01",60,"No Idea","NEW"
"2020-01-01",61,"Graveyard","Dean Martin"
"2020-01-01",62,"My Oh My","SHAED"
"2020-01-01",63,"Juicy","Lil Baby"
"2020-01-01",64,"The Bones","Lil Uzi Vert"
"2020-01-01",65,"Playing Games","NEW"
"2020-01-01",66,"Heat","NEW"
"2020-01-01",67,"Into The Unknown","Thurl Ravenscroft"
"2020-01-01",68,"VIBEZ","Lil Tecca"
"2020-01-01",69,"Happy Xmas (War Is Over)","Trevor Daniel"
"2020-01-01",70,"Heart On Ice","Dua Lipa"
"2020-01-01",71,"What If I Never Get Over You","Harry Styles"
"2020-01-01",72,"Blinding Lights","Old Dominion"
"2020-01-01",73,"Ridin' Roads","blackbear"
"2020-01-01",74,"Camelot","YNW Melly & Juice WRLD"
"2020-01-01",75,"Heartache Medication","Taylor Swift"
"2020-01-01",76,"Start Wit Me","Wale Featuring Jeremih"
"2020-01-01",77,"Take What You Want","Luke Combs"
"2020-01-01",78,"Leave Em Alone","Don Toliver"
"2020-01-01",79,"Hate Me","Halsey"
"2020-01-01",80,"Kinfolks","Camila Cabello Featuring DaBaby"
"2020-01-01",81,"Let Me Know (I Wonder Why Freestyle)","Doja Cat & Tyga"
"2020-01-01",82,"Remember You Young","Maren Morris"
"2020-01-01",83,"Death","Summer Walker"
"2020-01-01",84,"223's","Chris Brown Featuring Gunna"
"2020-01-01",85,"Slide","Idina Menzel & AURORA"
"2020-01-01",86,"RITMO (Bad Boys For Life)","DaBaby"
"2020-01-01",87,"Watermelon Sugar","NEW"
"2020-01-01",88,"Homesick","NEW"
"2020-01-01",89,"Slow Dancing In The Dark","John Legend"
"2020-01-01",90,"Easy","Rod Wave"
"2020-01-01",91,"Vete","Lady Antebellum"
"2020-01-01",92,"Baby Sitter","The Weeknd"
"2020-01-01",93,"Nice To Meet Ya","Dustin Lynch"
"2020-01-01",94,"Yellow Hearts","NLE Choppa"
"2020-01-01",95,"Tip Toe","Jon Pardi"
"2020-01-01",96,"Candy","Roddy Ricch & Gunna"
"2020-01-01",97,"BEST ON EARTH","Post Malone Featuring Ozzy Osbourne & Travis Scott"
"2020-01-01",98,"Tusa","Layton Greene, Lil Baby, City Girls & PnB Rock"
"2020-01-01",99,"Enemies","Ellie Goulding & Juice WRLD"
"2020-01-01",100,"South Of The Border","Sam Hunt"
"2020-01-08",1,"Circles","Post Malone"
"2020-01-08",2,"Memories","Maroon 5"
"2020-01-08",3,"The Box","Roddy Ricch"
"2020-01-08",4,"Someone You Loved","Lewis Capaldi"
"2020-01-08",5,"Roxanne","Arizona Zervas"
"2020-01-08",6,"Good As Hell","Lizzo"
"2020-01-08",7,"Dance Monkey","Tones And I"
"2020-01-08",8,"HIGHEST IN THE ROOM","Travis Scott"
"2020-01-08",9,"10,000 Hours","Dan + Shay & Justin Bieber"
"2020-01-08",10,"Lose You To Love Me","Selena Gomez"
"2020-01-08",11,"Senorita","Shawn Mendes & Camila Cabello"
"2020-01-08",12,"Ballin'","Mustard & Roddy Ricch"
"2020-01-08",13,"BOP","DaBaby"
"2020-01-08",14,"Bad Guy","Billie Eilish"
"2020-01-08",15,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
"2020-01-08",16,"No Guidance","Chris Brown Featuring Drake"
"2020-01-08",17,"Panini","Lil Nas X"
"2020-01-08",18,"Truth Hurts","Lizzo"
"2020-01-08",19,"Trampoline","SHAED"
"2020-01-08",20,"Heartless","The Weeknd"
"2020-01-08",21,"Don't Start Now","Dua Lipa"
"2020-01-08",22,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
"2020-01-08",23,"Everything I Wanted","Billie Eilish"
"2020-01-08",24,"Hot","Young Thug Featuring Gunna"
"2020-01-08",25,"Only Human","RE- ENTRY"
"2020-01-08",26,"One Man Band","RE- ENTRY"
"2020-01-08",27,"Woah","Jonas Brothers"
"2020-01-08",28,"I Don't Care","Old Dominion"
"2020-01-08",29,"Sucker","Lil Baby"
"2020-01-08",30,"Even Though I'm Leaving","RE- ENTRY"
"2020-01-08",31,"Falling","RE- ENTRY"
"2020-01-08",32,"Hot Girl Bummer","Ed Sheeran & Justin Bieber"
"2020-01-08",33,"Ran$om","RE- ENTRY"
"2020-01-08",34,"Lover","RE- ENTRY"
"2020-01-08",35,"Adore You","Jonas Brothers"
"2020-01-08",36,"The Bones","Luke Combs"
"2020-01-08",37,"Graveyard","Trevor Daniel"
"2020-01-08",38,"Out West","blackbear"
"2020-01-08",39,"On Chill","Lil Tecca"
"2020-01-08",40,"Talk","Taylor Swift"
"2020-01-08",41,"Suicidal","Harry Styles"
"2020-01-08",42,"Beautiful People","Maren Morris"
"2020-01-08",43,"Suge","Halsey"
"2020-01-08",44,"Futsal Shuffle 2020","NEW"
"2020-01-08",45,"Juicy","NEW"
"2020-01-08",46,"No Idea","JACKBOYS Featuring Young Thug"
"2020-01-08",47,"Baby","Wale Featuring Jeremih"
"2020-01-08",48,"GANG GANG","RE- ENTRY"
"2020-01-08",49,"What If I Never Get Over You","RE- ENTRY"
"2020-01-08",50,"My Oh My","Khalid"
"2020-01-08",51,"Ridin' Roads","YNW Melly & Juice WRLD"
"2020-01-08",52,"HAD ENOUGH","RE- ENTRY"
"2020-01-08",53,"Heat","RE- ENTRY"
"2020-01-08",54,"Playing Games","Ed Sheeran Featuring Khalid"
"2020-01-08",55,"Into The Unknown","RE- ENTRY"
"2020-01-08",56,"WHAT TO DO?","RE- ENTRY"
"2020-01-08",57,"VIBEZ","DaBaby"
"2020-01-08",58,"Heartache Medication","Lil Uzi Vert"
"2020-01-08",59,"Blinding Lights","Doja Cat & Tyga"
"2020-01-08",60,"Kinfolks","Don Toliver"
"2020-01-08",61,"Remember You Young","RE- ENTRY"
"2020-01-08",62,"Heart On Ice","RE- ENTRY"
"2020-01-08",63,"Take What You Want","Lil Baby & DaBaby"
"2020-01-08",64,"Homesick","NEW"
"2020-01-08",65,"Camelot","NEW"
"2020-01-08",66,"RITMO (Bad Boys For Life)","JACKBOYS & Sheck Wes"
"2020-01-08",67,"Leave Em Alone","Lady Antebellum"
"2020-01-08",68,"Start Wit Me","Camila Cabello Featuring DaBaby"
"2020-01-08",69,"GATTI","Dustin Lynch"
"2020-01-08",70,"High Fashion","NEW"
"2020-01-08",71,"TOES","NEW"
"2020-01-08",72,"South Of The Border","Don Toliver Featuring Quavo & Offset"
"2020-01-08",73,"Slide","Chris Brown Featuring Gunna"
"2020-01-08",74,"I Hope","Summer Walker"
"2020-01-08",75,"Nice To Meet Ya","Idina Menzel & AURORA"
"2020-01-08",76,"Tusa","NEW"
"2020-01-08",77,"We Back","NEW"
"2020-01-08",78,"223's","JACKBOYS Featuring Don Toliver"
"2020-01-08",79,"Easy","DaBaby"
"2020-01-08",80,"Slow Dancing In The Dark","Jon Pardi"
"2020-01-08",81,"BEST ON EARTH","The Weeknd"
"2020-01-08",82,"Watermelon Sugar","Sam Hunt"
"2020-01-08",83,"Vete","Thomas Rhett"
"2020-01-08",84,"Make Me Want To","Rod Wave"
"2020-01-08",85,"Enemies","Post Malone Featuring Ozzy Osbourne & Travis Scott"
"2020-01-08",86,"What She Wants Tonight","Kane Brown"
"2020-01-08",87,"homecoming queen?","NLE Choppa"
"2020-01-08",88,"More Hearts Than Mine","Black Eyed Peas X J Balvin"
"2020-01-08",89,"Tip Toe","Layton Greene, Lil Baby, City Girls & PnB Rock"
"2020-01-08",90,"I Wish Grandpas Never Died","Roddy Ricch & Gunna"
"2020-01-08",91,"Death","NEW"
"2020-01-08",92,"Yellow Hearts","NEW"
"2020-01-08",93,"Jerry Sprunger","JACKBOYS, Pop Smoke & Travis Scott"
"2020-01-08",94,"Let Me Know (I Wonder Why Freestyle)","NEW"
"2020-01-08",95,"Loco Contigo","NEW"
"2020-01-08",96,"Candy","Roddy Ricch Featuring Mustard"
"2020-01-08",97,"Heartless","RE- ENTRY"
"2020-01-08",98,"China","RE- ENTRY"
"2020-01-08",99,"Slow Dance In A Parking Lot","DaBaby Featuring Lil Baby & Moneybagg Yo"
"2020-01-08",100,"July","Ed Sheeran Featuring Camila Cabello & Cardi B"
"2020-01-15",1,"The Box","Roddy Ricch"
"2020-01-15",2,"Yummy","NEW"
"2020-01-15",3,"Circles","NEW"
"2020-01-15",4,"Memories","Justin Bieber"
"2020-01-15",5,"10,000 Hours","Post Malone"
"2020-01-15",6,"Someone You Loved","Maroon 5"
"2020-01-15",7,"Dance Monkey","Dan + Shay & Justin Bieber"
"2020-01-15",8,"Good As Hell","Lewis Capaldi"
"2020-01-15",9,"Roxanne","Tones And I"
"2020-01-15",10,"Lose You To Love Me","Lizzo"
"2020-01-15",11,"Ballin'","Arizona Zervas"
"2020-01-15",12,"BOP","Selena Gomez"
"2020-01-15",13,"HIGHEST IN THE ROOM","Mustard & Roddy Ricch"
"2020-01-15",14,"Don't Start Now","DaBaby"
"2020-01-15",15,"No Guidance","Travis Scott"
"2020-01-15",16,"Trampoline","Dua Lipa"
"2020-01-15",17,"Heartless","Chris Brown Featuring Drake"
"2020-01-15",18,"Senorita","SHAED"
"2020-01-15",19,"Everything I Wanted","The Weeknd"
"2020-01-15",20,"Truth Hurts","Shawn Mendes & Camila Cabello"
"2020-01-15",21,"Hot","Billie Eilish"
"2020-01-15",22,"Woah","Lizzo"
"2020-01-15",23,"Panini","Young Thug Featuring Gunna"
"2020-01-15",24,"Adore You","Lil Baby"
"2020-01-15",25,"Only Human","Lil Nas X"
"2020-01-15",26,"The Bones","Harry Styles"
"2020-01-15",27,"One Man Band","Jonas Brothers"
"2020-01-15",28,"Bandit","Maren Morris"
"2020-01-15",29,"Hot Girl Bummer","Old Dominion"
"2020-01-15",30,"Futsal Shuffle 2020","Juice WRLD & YoungBoy Never Broke Again"
"2020-01-15",31,"Even Though I'm Leaving","blackbear"
"2020-01-15",32,"I Don't Care","Lil Uzi Vert"
"2020-01-15",33,"Bad Guy","Luke Combs"
"2020-01-15",34,"Sucker","Ed Sheeran & Justin Bieber"
"2020-01-15",35,"High Fashion","Billie Eilish"
"2020-01-15",36,"Lover","Jonas Brothers"
"2020-01-15",37,"On Chill","Roddy Ricch Featuring Mustard"
"2020-01-15",38,"Falling","Taylor Swift"
"2020-01-15",39,"Blinding Lights","Wale Featuring Jeremih"
"2020-01-15",40,"What If I Never Get Over You","Trevor Daniel"
"2020-01-15",41,"Suicidal","The Weeknd"
"2020-01-15",42,"Talk","Lady Antebellum"
"2020-01-15",43,"Graveyard","YNW Melly & Juice WRLD"
"2020-01-15",44,"My Oh My","Khalid"
"2020-01-15",45,"Beautiful People","Halsey"
"2020-01-15",46,"Old Town Road","Camila Cabello Featuring DaBaby"
"2020-01-15",47,"Ridin' Roads","Ed Sheeran Featuring Khalid"
