"date","rank","song","artist"
"1970-01-01",71,"Midnight","Johnnie Taylor"
"1970-01-01",72,"Look-Ka Py Py","The Tokens"
"1970-01-01",73,"Are You Getting Any Sunshine?","Judy Collins"
"1970-01-01",74,"I Love You","Nancy Wilson"
"1970-01-01",75,"Bold Soul Sister","Dennis Yost And The Classics IV"
"1970-01-01",76,"Oh Me Oh My (I'm A Fool For You Baby)","The Meters"
"1970-01-01",77,"Blowing Away","Lou Christie"
"1970-01-01",78,"Volunteers","Otis Leavill"
"1970-01-01",79,"Is It Because I'm Black","Ike & Tina Turner"
"1970-01-01",80,"Together","Lulu"
"1970-01-01",81,"Hold On","NEW"
"1970-01-01",82,"Six White Horses","NEW"
"1970-01-01",83,"Come Saturday Morning","The 5th Dimension"
"1970-01-01",84,"To Be Young, Gifted And Black","Jefferson Airplane"
"1970-01-01",85,"Groovin' (Out On Life)","Syl Johnson"
"1970-01-01",86,"I'm Gonna Love You","The Illusion"
"1970-01-01",87,"Jennifer Tomkins","NEW"
"1970-01-01",88,"He Ain't Heavy, He's My Brother","NEW"
"1970-01-01",89,"Won't Find Better (Than Me)","The Rascals"
"1970-01-01",90,"A World Without Music","Tommy Cash"
"1970-01-01",91,"I Started Loving You Again","The Sandpipers"
"1970-01-01",92,"The Thrill Is Gone","Nina Simone"
"1970-01-01",93,"She Lets Her Hair Down (Early In The Morning)","The Newbeats"
"1970-01-01",94,"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr","The Intrigues"
"1970-01-01",95,"Theme From Electric Surfboard","NEW"
"1970-01-01",96,"Want You To Know","NEW"
"1970-01-01",97,"I'm Just A Prisoner (Of Your Good Lovin')","Street People"
"1970-01-01",98,"The Gangs Back Again","The Hollies"
"1970-01-01",99,"Guess Who","NEW"
"1970-01-01",100,"Moon Walk Part 1","NEW"
"1970-01-08",1,"Raindrops Keep Fallin' On My Head","B.J. Thomas"
"1970-01-08",2,"Someday We'll Be Together","Diana Ross & The Supremes"
"1970-01-08",3,"Leaving On A Jet Plane","Peter, Paul & Mary"
"1970-01-08",4,"I Want You Back","Jackson 5"
"1970-01-08",5,"Whole Lotta Love","Led Zeppelin"
"1970-01-08",6,"Venus","The Shocking Blue"
"1970-01-08",7,"Down On The Corner/Fortunate Son","Creedence Clearwater Revival"
"1970-01-08",8,"Na Na Hey Hey Kiss Him Goodbye","Steam"
"1970-01-08",9,"La La La (If I Had You)","Bobby Sherman"
"1970-01-08",10,"Jam Up Jelly Tight","Tommy Roe"
"1970-01-08",11,"Don't Cry Daddy/Rubberneckin'","Elvis Presley"
"1970-01-08",12,"Midnight Cowboy","Ferrante & Teicher"
"1970-01-08",13,"Holly Holy","Neil Diamond"
"1970-01-08",14,"Jingle Jangle","The Archies"
"1970-01-08",15,"Eli's Coming","Three Dog Night"
"1970-01-08",16,"Come Together/Something","The Beatles"
"1970-01-08",17,"Without Love (There Is Nothing)","Tom Jones"
"1970-01-08",18,"Early In The Morning","Vanity Fare"
"1970-01-08",19,"Evil Woman Don't Play Your Games With Me","CROW"
"1970-01-08",20,"Take A Letter Maria","R.B. Greaves"
"1970-01-08",21,"I'll Never Fall In Love Again","Dionne Warwick"
"1970-01-08",22,"Backfield In Motion","Mel And Tim"
"1970-01-08",23,"Yester-Me, Yester-You, Yesterday","Stevie Wonder"
"1970-01-08",24,"She","Tommy James And The Shondells"
"1970-01-08",25,"Ain't It Funky Now (Part 1)","James Brown"
"1970-01-08",26,"Friendship Train","Gladys Knight And The Pips"
"1970-01-08",27,"These Eyes","Jr. Walker & The All Stars"
"1970-01-08",28,"Up On Cripple Creek","The Band"
"1970-01-08",29,"Wonderful World, Beautiful People","Jimmy Cliff"
"1970-01-08",30,"A Brand New Me","Dusty Springfield"
"1970-01-08",31,"Winter World Of Love","Engelbert Humperdinck"
"1970-01-08",32,"Baby, I'm For Real","The Originals"
"1970-01-08",33,"Cold Turkey","Plastic Ono Band"
"1970-01-08",34,"Arizona","Mark Lindsay"
"1970-01-08",35,"Hey There Lonely Girl","Eddie Holman"
"1970-01-08",36,"She Belongs To Me","Rick Nelson"
"1970-01-08",37,"Point It Out","Smokey Robinson & The Miracles"
"1970-01-08",38,"And When I Die","Blood, Sweat & Tears"
"1970-01-08",39,"She Came In Through The Bathroom Window","Joe Cocker"
"1970-01-08",40,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone"
"1970-01-08",41,"Walkin' In The Rain","Jay & The Americans"
"1970-01-08",42,"Cupid","Johnny Nash"
"1970-01-08",43,"Fancy","Bobbie Gentry"
"1970-01-08",44,"Baby Take Me In Your Arms","Jefferson"
"1970-01-08",45,"Walk A Mile In My Shoes","Joe South and The Believers"
"1970-01-08",46,"Let's Work Together (Part 1)","Wilbert Harrison"
"1970-01-08",47,"No Time","The Guess Who"
"1970-01-08",48,"When Julie Comes Around","The Cuff Links"
"1970-01-08",49,"Cherry Hill Park","Billy Joe Royal"
"1970-01-08",50,"Heaven Knows","The Grass Roots"
"1970-01-08",51,"Okie From Muskogee","Merle Haggard And The Strangers"
"1970-01-08",52,"Let A Man Come In And Do The Popcorn (Part Two)","James Brown"
"1970-01-08",53,"Monster","Steppenwolf"
"1970-01-08",54,"Don't Let Him Take Your Love From Me","Four Tops"
"1970-01-08",55,"Blowing Away","The 5th Dimension"
"1970-01-08",56,"Tonight I'll Say A Prayer","Eydie Gorme"
"1970-01-08",57,"What You Gave Me","Marvin Gaye & Tammi Terrell"
"1970-01-08",58,"How Can I Forget/Gonna Give Her All The Love I've Got","NEW"
"1970-01-08",59,"Sunday Mornin'","NEW"
"1970-01-08",60,"One Tin Soldier","Marvin Gaye"
"1970-01-08",61,"She Lets Her Hair Down (Early In The Morning)","Oliver"
"1970-01-08",62,"I'm So Glad I Fell For You","The Original Caste"
"1970-01-08",63,"Traces/Memories Medley","The Tokens"
"1970-01-08",64,"Love Bones","David Ruffin"
"1970-01-08",65,"Bold Soul Sister","The Lettermen"
"1970-01-08",66,"Oh Me Oh My (I'm A Fool For You Baby)","Johnnie Taylor"
"1970-01-08",67,"The Thrill Is Gone","Ike & Tina Turner"
"1970-01-08",68,"Look-Ka Py Py","Lulu"
"1970-01-08",69,"I Love You","B.B. King"
"1970-01-08",70,"Can't Take My Eyes Off You","The Meters"
"1970-01-08",71,"Turn! Turn! Turn!/To Everything There Is A Season","Otis Leavill"
"1970-01-08",72,"Hold On","Nancy Wilson"
"1970-01-08",73,"Is It Because I'm Black","Judy Collins"
"1970-01-08",74,"My Honey And Me","The Rascals"
"1970-01-08",75,"I'm Just A Prisoner (Of Your Good Lovin')","Syl Johnson"
"1970-01-08",76,"Jennifer Tomkins","NEW"
"1970-01-08",77,"To Be Young, Gifted And Black","NEW"
"1970-01-08",78,"Volunteers","Luther Ingram"
"1970-01-08",79,"Six White Horses","Candi Staton"
"1970-01-08",80,"Are You Getting Any Sunshine?","Street People"
"1970-01-08",81,"Won't Find Better (Than Me)","Nina Simone"
"1970-01-08",82,"Breaking Up Is Hard To Do","Jefferson Airplane"
"1970-01-08",83,"He Ain't Heavy, He's My Brother","Tommy Cash"
"1970-01-08",84,"Moon Walk Part 1","Lou Christie"
"1970-01-08",85,"Groovin' (Out On Life)","The New Hope"
"1970-01-08",86,"How Can I Tell My Mom & Dad","NEW"
"1970-01-08",87,"Come Saturday Morning","NEW"
"1970-01-08",88,"The Gangs Back Again","Lenny Welch"
"1970-01-08",89,"Together","The Hollies"
"1970-01-08",90,"I Started Loving You Again","Joe Simon"
"1970-01-08",91,"Barbara, I Love You","The Newbeats"
"1970-01-08",92,"Compared To What","NEW"
"1970-01-08",93,"Johnny B. Goode","NEW"
"1970-01-08",94,"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr","The Lovelites"
"1970-01-08",95,"If I Never Knew Your Name","The Sandpipers"
"1970-01-08",96,"Want You To Know","Kool & The Gang"
"1970-01-08",97,"She Lets Her Hair Down (Early In The Morning)","The Illusion"
"1970-01-08",98,"Mornin Mornin","Al Martino"
"1970-01-08",99,"Didn't I (Blow Your Mind This Time)","NEW"
"1970-01-08",100,"Rainy Night In Georgia/Rubberneckin'","NEW"
"1970-01-15",1,"Raindrops Keep Fallin' On My Head","B.J. Thomas"
"1970-01-15",2,"Venus","The Shocking Blue"
"1970-01-15",3,"I Want You Back","Jackson 5"
"1970-01-15",4,"Someday We'll Be Together","Diana Ross & The Supremes"
"1970-01-15",5,"Whole Lotta Love","Led Zeppelin"
"1970-01-15",6,"Leaving On A Jet Plane","Peter, Paul & Mary"
"1970-01-15",7,"Don't Cry Daddy/Rubberneckin'","Elvis Presley"
"1970-01-15",8,"Jam Up Jelly Tight","Tommy Roe"
"1970-01-15",9,"Down On The Corner/Fortunate Son","Creedence Clearwater Revival"
"1970-01-15",10,"Midnight Cowboy","Ferrante & Teicher"
"1970-01-15",11,"La La La (If I Had You)","Bobby Sherman"
"1970-01-15",12,"Jingle Jangle","The Archies"
"1970-01-15",13,"Early In The Morning","Vanity Fare"
"1970-01-15",14,"Without Love (There Is Nothing)","Tom Jones"
"1970-01-15",15,"Holly Holy","Neil Diamond"
"1970-01-15",16,"I'll Never Fall In Love Again","Dionne Warwick"
"1970-01-15",17,"Na Na Hey Hey Kiss Him Goodbye","Steam"
"1970-01-15",18,"Eli's Coming","Three Dog Night"
"1970-01-15",19,"Evil Woman Don't Play Your Games With Me","CROW"
"1970-01-15",20,"Come Together/Something","The Beatles"
"1970-01-15",21,"Arizona","Mark Lindsay"
"1970-01-15",22,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone"
"1970-01-15",23,"Winter World Of Love","Engelbert Humperdinck"
"1970-01-15",24,"She","Tommy James And The Shondells"
"1970-01-15",25,"Ain't It Funky Now (Part 1)","James Brown"
"1970-01-15",26,"Friendship Train","Gladys Knight And The Pips"
"1970-01-15",27,"Wonderful World, Beautiful People","Jimmy Cliff"
"1970-01-15",28,"Backfield In Motion","Mel And Tim"
"1970-01-15",29,"Take A Letter Maria","R.B. Greaves"
"1970-01-15",30,"Cold Turkey","Plastic Ono Band"
"1970-01-15",31,"Walk A Mile In My Shoes","Joe South and The Believers"
"1970-01-15",32,"These Eyes","Jr. Walker & The All Stars"
"1970-01-15",33,"Hey There Lonely Girl","Eddie Holman"
"1970-01-15",34,"A Brand New Me","Dusty Springfield"
"1970-01-15",35,"She Belongs To Me","Rick Nelson"
"1970-01-15",36,"Walkin' In The Rain","Jay & The Americans"
"1970-01-15",37,"Point It Out","Smokey Robinson & The Miracles"
"1970-01-15",38,"She Came In Through The Bathroom Window","Joe Cocker"
"1970-01-15",39,"No Time","The Guess Who"
"1970-01-15",40,"Yester-Me, Yester-You, Yesterday","Stevie Wonder"
"1970-01-15",41,"Cupid","Johnny Nash"
"1970-01-15",42,"Fancy","Bobbie Gentry"
"1970-01-15",43,"Baby Take Me In Your Arms","Jefferson"
"1970-01-15",44,"Up On Cripple Creek","The Band"
"1970-01-15",45,"Let's Work Together (Part 1)","Wilbert Harrison"
"1970-01-15",46,"Let A Man Come In And Do The Popcorn (Part Two)","James Brown"
"1970-01-15",47,"Blowing Away","The 5th Dimension"
"1970-01-15",48,"When Julie Comes Around","The Cuff Links"
"1970-01-15",49,"How Can I Forget/Gonna Give Her All The Love I've Got","Marvin Gaye"
"1970-01-15",50,"Monster","Steppenwolf"
"1970-01-15",51,"One Tin Soldier","The Original Caste"
"1970-01-15",52,"Traces/Memories Medley","The Lettermen"
"1970-01-15",53,"I'm So Glad I Fell For You","David Ruffin"
"1970-01-15",54,"The Thrill Is Gone","B.B. King"
"1970-01-15",55,"Okie From Muskogee","Merle Haggard And The Strangers"
"1970-01-15",56,"Tonight I'll Say A Prayer","Eydie Gorme"
"1970-01-15",57,"Look-Ka Py Py","The Meters"
"1970-01-15",58,"Don't Let Him Take Your Love From Me","Four Tops"
"1970-01-15",59,"Oh Me Oh My (I'm A Fool For You Baby)","Lulu"
"1970-01-15",60,"Love Bones","Johnnie Taylor"
"1970-01-15",61,"Sunday Mornin'","Oliver"
"1970-01-15",62,"Hold On","The Rascals"
"1970-01-15",63,"I Love You","Otis Leavill"
"1970-01-15",64,"Bold Soul Sister","Ike & Tina Turner"
"1970-01-15",65,"What You Gave Me","Marvin Gaye & Tammi Terrell"
"1970-01-15",66,"She Lets Her Hair Down (Early In The Morning)","The Tokens"
"1970-01-15",67,"My Honey And Me","Luther Ingram"
"1970-01-15",68,"Is It Because I'm Black","Syl Johnson"
"1970-01-15",69,"Moon Walk Part 1","Joe Simon"
"1970-01-15",70,"Rainy Night In Georgia/Rubberneckin'","Brook Benton"
"1970-01-15",71,"Breaking Up Is Hard To Do","Lenny Welch"
"1970-01-15",72,"Can't Take My Eyes Off You","Nancy Wilson"
"1970-01-15",73,"I'm Just A Prisoner (Of Your Good Lovin')","Candi Staton"
"1970-01-15",74,"He Ain't Heavy, He's My Brother","The Hollies"
"1970-01-15",75,"Jennifer Tomkins","Street People"
"1970-01-15",76,"To Be Young, Gifted And Black","Nina Simone"
"1970-01-15",77,"Didn't I (Blow Your Mind This Time)","The Delfonics"
"1970-01-15",78,"Honey Come Back","NEW"
"1970-01-15",79,"Six White Horses","NEW"
"1970-01-15",80,"Won't Find Better (Than Me)","Glen Campbell"
"1970-01-15",81,"How Can I Tell My Mom & Dad","Tommy Cash"
"1970-01-15",82,"Groovin' (Out On Life)","The New Hope"
"1970-01-15",83,"Hello It's Me","The Lovelites"
"1970-01-15",84,"The Touch Of You","The Newbeats"
"1970-01-15",85,"Give Me Just A Little More Time","RE- ENTRY"
"1970-01-15",86,"I Started Loving You Again","RE- ENTRY"
"1970-01-15",87,"Come Saturday Morning","Nazz"
"1970-01-15",88,"The Gangs Back Again","NEW"
"1970-01-15",89,"She Lets Her Hair Down (Early In The Morning)","NEW"
"1970-01-15",90,"Barbara, I Love You","Brenda & The Tabulations"
"1970-01-15",91,"Compared To What","NEW"
"1970-01-15",92,"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr","NEW"
"1970-01-15",93,"Johnny B. Goode","Chairman Of The Board"
"1970-01-15",94,"If I Never Knew Your Name","Al Martino"
"1970-01-15",95,"Psychedelic Shack","The Sandpipers"
"1970-01-15",96,"Mornin Mornin","Kool & The Gang"
"1970-01-15",97,"If Walls Could Talk","Gene Pitney"
"1970-01-15",98,"Country Preacher","New Colony Six"
"1970-01-15",99,"The Ghetto-Part 1","Les McCann & Eddie Harris"
"1970-01-15",100,"Shades Of Green","Berlin Philharmonic"
"1970-01-22",1,"Raindrops Keep Fallin' On My Head","B.J. Thomas"
"1970-01-22",2,"Venus","The Shocking Blue"
"1970-01-22",3,"I Want You Back","Jackson 5"
"1970-01-22",4,"Someday We'll Be Together","Diana Ross & The Supremes"
"1970-01-22",5,"Whole Lotta Love","Led Zeppelin"
"1970-01-22",6,"Leaving On A Jet Plane","Peter, Paul & Mary"
"1970-01-22",7,"Don't Cry Daddy/Rubberneckin'","Elvis Presley"
"1970-01-22",8,"Without Love (There Is Nothing)","Tom Jones"
"1970-01-22",9,"Jam Up Jelly Tight","Tommy Roe"
"1970-01-22",10,"I'll Never Fall In Love Again","Dionne Warwick"
"1970-01-22",11,"Jingle Jangle","The Archies"
"1970-01-22",12,"Midnight Cowboy","Ferrante & Teicher"
"1970-01-22",13,"Early In The Morning","Vanity Fare"
"1970-01-22",14,"La La La (If I Had You)","Bobby Sherman"
"1970-01-22",15,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone"
"1970-01-22",16,"Holly Holy","Neil Diamond"
"1970-01-22",17,"Winter World Of Love","Engelbert Humperdinck"
"1970-01-22",18,"Na Na Hey Hey Kiss Him Goodbye","Steam"
"1970-01-22",19,"Arizona","Mark Lindsay"
"1970-01-22",20,"Hey There Lonely Girl","Eddie Holman"
"1970-01-22",21,"Down On The Corner/Fortunate Son","Creedence Clearwater Revival"
"1970-01-22",22,"Come Together/Something","The Beatles"
"1970-01-22",23,"She","Tommy James And The Shondells"
"1970-01-22",24,"Ain't It Funky Now (Part 1)","James Brown"
"1970-01-22",25,"Wonderful World, Beautiful People","Jimmy Cliff"
"1970-01-22",26,"Walk A Mile In My Shoes","Joe South and The Believers"
"1970-01-22",27,"Evil Woman Don't Play Your Games With Me","CROW"
"1970-01-22",28,"Walkin' In The Rain","Jay & The Americans"
"1970-01-22",29,"No Time","The Guess Who"
"1970-01-22",30,"Eli's Coming","Three Dog Night"
"1970-01-22",31,"Blowing Away","The 5th Dimension"
"1970-01-22",32,"Cold Turkey","Plastic Ono Band"
"1970-01-22",33,"She Belongs To Me","Rick Nelson"
"1970-01-22",34,"A Brand New Me","Dusty Springfield"
"1970-01-22",35,"She Came In Through The Bathroom Window","Joe Cocker"
"1970-01-22",36,"Baby Take Me In Your Arms","Jefferson"
"1970-01-22",37,"Let's Work Together (Part 1)","Wilbert Harrison"
"1970-01-22",38,"Psychedelic Shack","The Temptations"
"1970-01-22",39,"Cupid","Johnny Nash"
"1970-01-22",40,"Let A Man Come In And Do The Popcorn (Part Two)","James Brown"
"1970-01-22",41,"When Julie Comes Around","The Cuff Links"
"1970-01-22",42,"Fancy","Bobbie Gentry"
"1970-01-22",43,"Friendship Train","Gladys Knight And The Pips"
"1970-01-22",44,"Point It Out","Smokey Robinson & The Miracles"
"1970-01-22",45,"Up On Cripple Creek","The Band"
"1970-01-22",46,"Monster","Steppenwolf"
"1970-01-22",47,"How Can I Forget/Gonna Give Her All The Love I've Got","Marvin Gaye"
"1970-01-22",48,"The Thrill Is Gone","B.B. King"
"1970-01-22",49,"Traces/Memories Medley","The Lettermen"
"1970-01-22",50,"One Tin Soldier","The Original Caste"
"1970-01-22",51,"Take A Letter Maria","R.B. Greaves"
"1970-01-22",52,"Oh Me Oh My (I'm A Fool For You Baby)","Lulu"
"1970-01-22",53,"I'm So Glad I Fell For You","David Ruffin"
"1970-01-22",54,"Tonight I'll Say A Prayer","Eydie Gorme"
"1970-01-22",55,"Honey Come Back","Glen Campbell"
"1970-01-22",56,"Hold On","The Rascals"
"1970-01-22",57,"Look-Ka Py Py","The Meters"
"1970-01-22",58,"Love Bones","Johnnie Taylor"
"1970-01-22",59,"Didn't I (Blow Your Mind This Time)","The Delfonics"
"1970-01-22",60,"Breaking Up Is Hard To Do","Lenny Welch"
"1970-01-22",61,"Bold Soul Sister","Ike & Tina Turner"
"1970-01-22",62,"He Ain't Heavy, He's My Brother","The Hollies"
"1970-01-22",63,"Rainy Night In Georgia/Rubberneckin'","Brook Benton"
"1970-01-22",64,"Moon Walk Part 1","Joe Simon"
"1970-01-22",65,"My Honey And Me","Luther Ingram"
"1970-01-22",66,"Okie From Muskogee","Merle Haggard And The Strangers"
"1970-01-22",67,"She Lets Her Hair Down (Early In The Morning)","The Tokens"
"1970-01-22",68,"I'm Just A Prisoner (Of Your Good Lovin')","Candi Staton"
"1970-01-22",69,"Jennifer Tomkins","Street People"
"1970-01-22",70,"I Love You","Otis Leavill"
"1970-01-22",71,"Evil Ways","NEW"
"1970-01-22",72,"Give Me Just A Little More Time","NEW"
"1970-01-22",73,"Won't Find Better (Than Me)","Santana"
"1970-01-22",74,"How Can I Tell My Mom & Dad","Chairman Of The Board"
"1970-01-22",75,"Can't Take My Eyes Off You","The New Hope"
"1970-01-22",76,"If Walls Could Talk","The Lovelites"
"1970-01-22",77,"Hello It's Me","Nancy Wilson"
"1970-01-22",78,"The Touch Of You","Little Milton"
"1970-01-22",79,"To Be Young, Gifted And Black","Nazz"
"1970-01-22",80,"If I Were A Carpenter","Brenda & The Tabulations"
"1970-01-22",81,"Barbara, I Love You","Nina Simone"
"1970-01-22",82,"Oh What A Day","NEW"
"1970-01-22",83,"Ma Belle Amie","NEW"
"1970-01-22",84,"Come Saturday Morning","Johnny Cash & June Carter"
"1970-01-22",85,"The Gangs Back Again","New Colony Six"
"1970-01-22",86,"Mornin Mornin","NEW"
"1970-01-22",87,"Country Preacher","NEW"
"1970-01-22",88,"Compared To What","The Dells"
"1970-01-22",89,"She Lets Her Hair Down (Early In The Morning)","NEW"
"1970-01-22",90,"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr","NEW"
"1970-01-22",91,"If I Never Knew Your Name","The Tee Set"
"1970-01-22",92,"Johnny B. Goode","The Sandpipers"
"1970-01-22",93,"Shades Of Green","Kool & The Gang"
"1970-01-22",94,"It's Just A Matter Of Time","Bobby Goldsboro"
"1970-01-22",95,"Then She's A Lover","Cannonball Adderley"
"1970-01-22",96,"The Ghetto-Part 1","Les McCann & Eddie Harris"
"1970-01-22",97,"Always Something There To Remind Me","Gene Pitney"
"1970-01-22",98,"Got To See If I Can't Get Mommy (To Come Back Home)","Berlin Philharmonic"
"1970-01-22",99,"You Got Me Hummin","Vic Dana"
"1970-01-22",100,"I've Gotta Make You Love Me","Johnny Winter"
"1970-01-29",1,"I Want You Back","Jackson 5"
"1970-01-29",2,"Venus","The Shocking Blue"
"1970-01-29",3,"Raindrops Keep Fallin' On My Head","B.J. Thomas"
"1970-01-29",4,"Whole Lotta Love","Led Zeppelin"
"1970-01-29",5,"Without Love (There Is Nothing)","Tom Jones"
"1970-01-29",6,"Don't Cry Daddy/Rubberneckin'","Elvis Presley"
"1970-01-29",7,"I'll Never Fall In Love Again","Dionne Warwick"
"1970-01-29",8,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone"
"1970-01-29",9,"Someday We'll Be Together","Diana Ross & The Supremes"
"1970-01-29",10,"Leaving On A Jet Plane","Peter, Paul & Mary"
"1970-01-29",11,"Jingle Jangle","The Archies"
"1970-01-29",12,"Early In The Morning","Vanity Fare"
"1970-01-29",13,"Hey There Lonely Girl","Eddie Holman"
"1970-01-29",14,"Arizona","Mark Lindsay"
"1970-01-29",15,"Jam Up Jelly Tight","Tommy Roe"
"1970-01-29",16,"Winter World Of Love","Engelbert Humperdinck"
"1970-01-29",17,"No Time","The Guess Who"
"1970-01-29",18,"Midnight Cowboy","Ferrante & Teicher"
"1970-01-29",19,"Walk A Mile In My Shoes","Joe South and The Believers"
"1970-01-29",20,"Walkin' In The Rain","Jay & The Americans"
"1970-01-29",21,"Psychedelic Shack","The Temptations"
"1970-01-29",22,"Blowing Away","The 5th Dimension"
"1970-01-29",23,"La La La (If I Had You)","Bobby Sherman"
"1970-01-29",24,"Na Na Hey Hey Kiss Him Goodbye","Steam"
"1970-01-29",25,"Baby Take Me In Your Arms","Jefferson"
"1970-01-29",26,"Wonderful World, Beautiful People","Jimmy Cliff"
"1970-01-29",27,"Holly Holy","Neil Diamond"
"1970-01-29",28,"Down On The Corner/Fortunate Son","Creedence Clearwater Revival"
"1970-01-29",29,"Come Together/Something","The Beatles"
"1970-01-29",30,"Honey Come Back","Glen Campbell"
"1970-01-29",31,"She Came In Through The Bathroom Window","Joe Cocker"
"1970-01-29",32,"The Thrill Is Gone","B.B. King"
"1970-01-29",33,"She","Tommy James And The Shondells"
"1970-01-29",34,"Rainy Night In Georgia/Rubberneckin'","Brook Benton"
"1970-01-29",35,"Evil Woman Don't Play Your Games With Me","CROW"
"1970-01-29",36,"Let's Work Together (Part 1)","Wilbert Harrison"
"1970-01-29",37,"She Belongs To Me","Rick Nelson"
