"date","rank","song","artist"
"2000-01-01",86,"She Thinks My Tractor's Sexy","Rage Against The Machine"
"2000-01-01",87,"Larger Than Life","Clay Walker"
"2000-01-01",88,"There She Goes","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim"
"2000-01-01",89,"The Greatest Romance Ever Sold","Kenny Chesney"
"2000-01-01",90,"The Rockafeller Skank","Backstreet Boys"
"2000-01-01",91,"Give You What You Want (Fa Sure)","Sixpence None The Richer"
"2000-01-01",92,"Music Of My Heart","Prince"
"2000-01-01",93,"A Country Boy Can Survive (Y2K Version)","Fatboy Slim"
"2000-01-01",94,"I Wanna Know","Chico DeBarge"
"2000-01-01",95,"Re-arranged","*NSYNC & Gloria Estefan"
"2000-01-01",96,"L.A. Song","NEW"
"2000-01-01",97,"Gotta Man","NEW"
"2000-01-01",98,"The Quittin' Kind","Chad Brock With Hank Williams Jr. & George Jones"
"2000-01-01",99,"Steam","NEW"
"2000-01-01",100,"NAStradamus","NEW"
"2000-01-08",1,"Smooth","Santana Featuring Rob Thomas"
"2000-01-08",2,"Back At One","Brian McKnight"
"2000-01-08",3,"I Wanna Love You Forever","Jessica Simpson"
"2000-01-08",4,"My Love Is Your Love","Whitney Houston"
"2000-01-08",5,"Hot Boyz","Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
"2000-01-08",6,"I Knew I Loved You","Savage Garden"
"2000-01-08",7,"Auld Lang Syne","Kenny G"
"2000-01-08",8,"I Need To Know","Marc Anthony"
"2000-01-08",9,"Bring It All To Me","Blaque"
"2000-01-08",10,"U Know What's Up","Donell Jones"
"2000-01-08",11,"What A Girl Wants","Christina Aguilera"
"2000-01-08",12,"Girl On TV","LFO"
"2000-01-08",13,"Blue (Da Ba Dee)","Eiffel 65"
"2000-01-08",14,"24/7","Kevon Edmonds"
"2000-01-08",15,"He Can't Love U","Jagged Edge"
"2000-01-08",16,"Then The Morning Comes","Smash Mouth"
"2000-01-08",17,"That's The Way It Is","Celine Dion"
"2000-01-08",18,"The Christmas Song (Chestnuts Roasting On An Open Fire)","Christina Aguilera"
"2000-01-08",19,"Waiting For Tonight","Jennifer Lopez"
"2000-01-08",20,"Get It On Tonite","Montell Jordan"
"2000-01-08",21,"Don't Say You Love Me","M2M"
"2000-01-08",22,"Dancin'","Guy"
"2000-01-08",23,"Stay The Night","IMx"
"2000-01-08",24,"Meet Virginia","Train"
"2000-01-08",25,"Unpretty","TLC"
"2000-01-08",26,"Learn To Fly","Foo Fighters"
"2000-01-08",27,"Steal My Sunshine","Len"
"2000-01-08",28,"Where My Girls At?","Juvenile Featuring Mannie Fresh & Lil' Wayne"
"2000-01-08",29,"Back That Thang Up","LeAnn Rimes"
"2000-01-08",30,"Big Deal","Sugar Ray"
"2000-01-08",31,"Someday","Counting Crows"
"2000-01-08",32,"Hanginaround","Sole Featuring JT Money & Kandi"
"2000-01-08",33,"4, 5, 6","Filter"
"2000-01-08",34,"Take A Picture","Lou Bega"
"2000-01-08",35,"Mambo No. 5 (A Little Bit Of...)","Ideal"
"2000-01-08",36,"Get Gone","Goo Goo Dolls"
"2000-01-08",37,"Black Balloon","Ol' Dirty Bastard Featuring Kelis"
"2000-01-08",38,"Got Your Money","Enrique Iglesias"
"2000-01-08",39,"Rhythm Divine","Ice Cube Featuring Mack 10 & Ms. Toi"
"2000-01-08",40,"You Can Do It","Mariah Carey Featuring Joe & 98 Degrees"
"2000-01-08",41,"Thank God I Found You","Mint Condition"
"2000-01-08",42,"If You Love Me","Faith Hill"
"2000-01-08",43,"Breathe","Destiny's Child"
"2000-01-08",44,"Say My Name","Lonestar"
"2000-01-08",45,"Amazed","Ricky Martin"
"2000-01-08",46,"Shake Your Bon-Bon","Puff Daddy Featuring R. Kelly"
"2000-01-08",47,"Satisfy You","Sisqo Featuring Make It Hot"
"2000-01-08",48,"Got To Get It","98 Degrees"
"2000-01-08",49,"This Gift","Brad Paisley"
"2000-01-08",50,"He Didn't Have To Be","blink-182"
"2000-01-08",51,"All The Small Things","Dixie Chicks"
"2000-01-08",52,"Cowboy Take Me Away","Reba"
"2000-01-08",53,"What Do You Say","Kelis"
"2000-01-08",54,"Caught Out There","Tim McGraw"
"2000-01-08",55,"My Best Friend","Clint Black"
"2000-01-08",56,"When I Said I Do","Creed"
"2000-01-08",57,"Higher","Will Smith Featuring K-Ci"
"2000-01-08",58,"Will 2K","Amber"
"2000-01-08",59,"Sexual (Li Da Di)","Ginuwine"
"2000-01-08",60,"None Of Ur Friends Business","SHeDAISY"
"2000-01-08",61,"Deck The Halls","Backstreet Boys"
"2000-01-08",62,"Show Me The Meaning Of Being Lonely","Alan Jackson"
"2000-01-08",63,"Pop A Top","Robbie Williams"
"2000-01-08",64,"Angels","Mary J. Blige"
"2000-01-08",65,"Deep Inside","Mariah Carey Featuring Jay-Z"
"2000-01-08",66,"Heartbreaker","Marc Nelson"
"2000-01-08",67,"15 Minutes","B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne"
"2000-01-08",68,"Bling Bling","J-Shin Featuring LaTocha Scott"
"2000-01-08",69,"One Night Stand","R.E.M."
"2000-01-08",70,"The Great Beyond","Martina McBride"
"2000-01-08",71,"I Love You","Lil' Wayne Featuring Juvenile & B.G."
"2000-01-08",72,"Tha Block Is Hot","Limp Bizkit Featuring Method Man"
"2000-01-08",73,"N 2 Gether Now","Angie Stone"
"2000-01-08",74,"No More Rain (In This Cloud)","Chad Brock With Hank Williams Jr. & George Jones"
"2000-01-08",75,"A Country Boy Can Survive (Y2K Version)","Yankee Grey"
"2000-01-08",76,"All Things Considered","NEW"
"2000-01-08",77,"G'd Up","NEW"
"2000-01-08",78,"Guerrilla Radio","Snoop Dogg Presents Tha Eastsidaz"
"2000-01-08",79,"The Chemicals Between Us","Rage Against The Machine"
"2000-01-08",80,"Smile","Bush"
"2000-01-08",81,"We Can't Be Friends","Lonestar"
"2000-01-08",82,"Notorious B.I.G.","Deborah Cox With R.L."
"2000-01-08",83,"All I Want For Christmas Is You","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim"
"2000-01-08",84,"There She Goes","NEW"
"2000-01-08",85,"The Greatest Romance Ever Sold","NEW"
"2000-01-08",86,"I Wanna Know","Mariah Carey"
"2000-01-08",87,"Give You What You Want (Fa Sure)","Sixpence None The Richer"
"2000-01-08",88,"Bug A Boo","Prince"
"2000-01-08",89,"(You Drive Me) Crazy","Joe"
"2000-01-08",90,"Home To You","Chico DeBarge"
"2000-01-08",91,"Left & Right","Destiny's Child"
"2000-01-08",92,"The Rockafeller Skank","Britney Spears"
"2000-01-08",93,"She Thinks My Tractor's Sexy","John Michael Montgomery"
"2000-01-08",94,"Love Is Blind","D'Angelo Featuring Method Man And Redman"
"2000-01-08",95,"Live, Laugh, Love","Fatboy Slim"
"2000-01-08",96,"Larger Than Life","Kenny Chesney"
"2000-01-08",97,"The Best Man I Can Be","NEW"
"2000-01-08",98,"L.A. Song","NEW"
"2000-01-08",99,"Re-arranged","Eve Featuring Faith Evans"
"2000-01-08",100,"The Quittin' Kind","Clay Walker"
"2000-01-15",1,"What A Girl Wants","Christina Aguilera"
"2000-01-15",2,"Smooth","Santana Featuring Rob Thomas"
"2000-01-15",3,"Back At One","Brian McKnight"
"2000-01-15",4,"I Knew I Loved You","Savage Garden"
"2000-01-15",5,"I Wanna Love You Forever","Jessica Simpson"
"2000-01-15",6,"My Love Is Your Love","Whitney Houston"
"2000-01-15",7,"Hot Boyz","Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
"2000-01-15",8,"Auld Lang Syne","Kenny G"
"2000-01-15",9,"I Need To Know","Marc Anthony"
"2000-01-15",10,"Bring It All To Me","Blaque"
"2000-01-15",11,"Blue (Da Ba Dee)","Eiffel 65"
"2000-01-15",12,"Girl On TV","LFO"
"2000-01-15",13,"U Know What's Up","Donell Jones"
"2000-01-15",14,"That's The Way It Is","Celine Dion"
"2000-01-15",15,"Then The Morning Comes","Smash Mouth"
"2000-01-15",16,"24/7","Kevon Edmonds"
"2000-01-15",17,"Waiting For Tonight","Jennifer Lopez"
"2000-01-15",18,"He Can't Love U","Jagged Edge"
"2000-01-15",19,"Get It On Tonite","Montell Jordan"
"2000-01-15",20,"Learn To Fly","Foo Fighters"
"2000-01-15",21,"Meet Virginia","Train"
"2000-01-15",22,"Steal My Sunshine","Len"
"2000-01-15",23,"Amazed","Lonestar"
"2000-01-15",24,"Back That Thang Up","Juvenile Featuring Mannie Fresh & Lil' Wayne"
"2000-01-15",25,"Unpretty","TLC"
"2000-01-15",26,"Where My Girls At?","Sugar Ray"
"2000-01-15",27,"Someday","LeAnn Rimes"
"2000-01-15",28,"Big Deal","Counting Crows"
"2000-01-15",29,"Hanginaround","Faith Hill"
"2000-01-15",30,"Breathe","Filter"
"2000-01-15",31,"Take A Picture","Lou Bega"
"2000-01-15",32,"Mambo No. 5 (A Little Bit Of...)","Enrique Iglesias"
"2000-01-15",33,"Rhythm Divine","Goo Goo Dolls"
"2000-01-15",34,"Black Balloon","Ice Cube Featuring Mack 10 & Ms. Toi"
"2000-01-15",35,"You Can Do It","Guy"
"2000-01-15",36,"Dancin'","Mariah Carey Featuring Joe & 98 Degrees"
"2000-01-15",37,"Thank God I Found You","Destiny's Child"
"2000-01-15",38,"Say My Name","Dixie Chicks"
"2000-01-15",39,"Cowboy Take Me Away","Ol' Dirty Bastard Featuring Kelis"
"2000-01-15",40,"Got Your Money","IMx"
"2000-01-15",41,"Stay The Night","Brad Paisley"
"2000-01-15",42,"He Didn't Have To Be","Reba"
"2000-01-15",43,"What Do You Say","Ideal"
"2000-01-15",44,"Get Gone","Mint Condition"
"2000-01-15",45,"If You Love Me","Tim McGraw"
"2000-01-15",46,"My Best Friend","Ricky Martin"
"2000-01-15",47,"Shake Your Bon-Bon","Sole Featuring JT Money & Kandi"
"2000-01-15",48,"4, 5, 6","Sisqo Featuring Make It Hot"
"2000-01-15",49,"Got To Get It","blink-182"
"2000-01-15",50,"All The Small Things","Puff Daddy Featuring R. Kelly"
"2000-01-15",51,"Satisfy You","Alan Jackson"
"2000-01-15",52,"Pop A Top","Clint Black"
"2000-01-15",53,"When I Said I Do","Robbie Williams"
"2000-01-15",54,"Angels","Backstreet Boys"
"2000-01-15",55,"Show Me The Meaning Of Being Lonely","Kelis"
"2000-01-15",56,"Caught Out There","Will Smith Featuring K-Ci"
"2000-01-15",57,"Will 2K","Amber"
"2000-01-15",58,"Sexual (Li Da Di)","B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne"
"2000-01-15",59,"Bling Bling","Creed"
"2000-01-15",60,"Higher","Mariah Carey Featuring Jay-Z"
"2000-01-15",61,"Heartbreaker","R.E.M."
"2000-01-15",62,"The Great Beyond","Ginuwine"
"2000-01-15",63,"None Of Ur Friends Business","M2M"
"2000-01-15",64,"Don't Say You Love Me","Lonestar"
"2000-01-15",65,"Smile","Angie Stone"
"2000-01-15",66,"No More Rain (In This Cloud)","Mary J. Blige"
"2000-01-15",67,"Deep Inside","Yankee Grey"
"2000-01-15",68,"All Things Considered","Joe"
"2000-01-15",69,"I Wanna Know","NEW"
"2000-01-15",70,"Falls Apart","NEW"
"2000-01-15",71,"Home To You","Sugar Ray"
"2000-01-15",72,"There She Goes","John Michael Montgomery"
"2000-01-15",73,"(You Drive Me) Crazy","Sixpence None The Richer"
"2000-01-15",74,"One Night Stand","Britney Spears"
"2000-01-15",75,"The Chemicals Between Us","J-Shin Featuring LaTocha Scott"
"2000-01-15",76,"The Rockafeller Skank","Bush"
"2000-01-15",77,"G'd Up","Fatboy Slim"
"2000-01-15",78,"15 Minutes","Snoop Dogg Presents Tha Eastsidaz"
"2000-01-15",79,"This Gift","Marc Nelson"
"2000-01-15",80,"We Can't Be Friends","98 Degrees"
"2000-01-15",81,"Tha Block Is Hot","Deborah Cox With R.L."
"2000-01-15",82,"Live, Laugh, Love","Lil' Wayne Featuring Juvenile & B.G."
"2000-01-15",83,"Guerrilla Radio","Clay Walker"
"2000-01-15",84,"N 2 Gether Now","Rage Against The Machine"
"2000-01-15",85,"She Thinks My Tractor's Sexy","Limp Bizkit Featuring Method Man"
"2000-01-15",86,"Bug A Boo","Kenny Chesney"
"2000-01-15",87,"Larger Than Life","Destiny's Child"
"2000-01-15",88,"Notorious B.I.G.","Backstreet Boys"
"2000-01-15",89,"Back At One","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim"
"2000-01-15",90,"L.A. Song","NEW"
"2000-01-15",91,"Love Is Blind","NEW"
"2000-01-15",92,"A Country Boy Can Survive (Y2K Version)","Mark Wills"
"2000-01-15",93,"Music Of My Heart","Beth Hart"
"2000-01-15",94,"Give You What You Want (Fa Sure)","Eve Featuring Faith Evans"
"2000-01-15",95,"Do It Again (Put Ya Hands Up)","Chad Brock With Hank Williams Jr. & George Jones"
"2000-01-15",96,"Re-arranged","RE- ENTRY"
"2000-01-15",97,"The Best Man I Can Be","RE- ENTRY"
"2000-01-15",98,"What's My Name","*NSYNC & Gloria Estefan"
"2000-01-15",99,"The Greatest Romance Ever Sold","Chico DeBarge"
"2000-01-15",100,"The Quittin' Kind","NEW"
"2000-01-22",1,"What A Girl Wants","Christina Aguilera"
"2000-01-22",2,"I Knew I Loved You","Savage Garden"
"2000-01-22",3,"Smooth","Santana Featuring Rob Thomas"
"2000-01-22",4,"Back At One","Brian McKnight"
"2000-01-22",5,"Bring It All To Me","Blaque"
"2000-01-22",6,"I Need To Know","Marc Anthony"
"2000-01-22",7,"Hot Boyz","Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
"2000-01-22",8,"I Wanna Love You Forever","Jessica Simpson"
"2000-01-22",9,"Blue (Da Ba Dee)","Eiffel 65"
"2000-01-22",10,"My Love Is Your Love","Whitney Houston"
"2000-01-22",11,"That's The Way It Is","Celine Dion"
"2000-01-22",12,"Then The Morning Comes","Smash Mouth"
"2000-01-22",13,"U Know What's Up","Donell Jones"
"2000-01-22",14,"Waiting For Tonight","Jennifer Lopez"
"2000-01-22",15,"Get It On Tonite","Montell Jordan"
"2000-01-22",16,"Say My Name","Destiny's Child"
"2000-01-22",17,"Amazed","Lonestar"
"2000-01-22",18,"He Can't Love U","Jagged Edge"
"2000-01-22",19,"Learn To Fly","Foo Fighters"
"2000-01-22",20,"Meet Virginia","Train"
"2000-01-22",21,"Take A Picture","Filter"
"2000-01-22",22,"Girl On TV","LFO"
"2000-01-22",23,"Breathe","Faith Hill"
"2000-01-22",24,"24/7","Kevon Edmonds"
"2000-01-22",25,"Show Me The Meaning Of Being Lonely","Backstreet Boys"
"2000-01-22",26,"Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees"
"2000-01-22",27,"Big Deal","LeAnn Rimes"
"2000-01-22",28,"Back That Thang Up","Juvenile Featuring Mannie Fresh & Lil' Wayne"
"2000-01-22",29,"Hanginaround","Counting Crows"
"2000-01-22",30,"Steal My Sunshine","Len"
"2000-01-22",31,"Cowboy Take Me Away","Dixie Chicks"
"2000-01-22",32,"Rhythm Divine","Enrique Iglesias"
"2000-01-22",33,"What Do You Say","Reba"
"2000-01-22",34,"Where My Girls At?","blink-182"
"2000-01-22",35,"All The Small Things","TLC"
"2000-01-22",36,"Unpretty","Sugar Ray"
"2000-01-22",37,"Someday","Tim McGraw"
"2000-01-22",38,"My Best Friend","Goo Goo Dolls"
"2000-01-22",39,"Black Balloon","Sisqo Featuring Make It Hot"
"2000-01-22",40,"Got To Get It","Brad Paisley"
"2000-01-22",41,"He Didn't Have To Be","Lou Bega"
"2000-01-22",42,"Mambo No. 5 (A Little Bit Of...)","Alan Jackson"
"2000-01-22",43,"Pop A Top","Guy"
"2000-01-22",44,"Dancin'","Ol' Dirty Bastard Featuring Kelis"
"2000-01-22",45,"Got Your Money","Ice Cube Featuring Mack 10 & Ms. Toi"
"2000-01-22",46,"You Can Do It","Lonestar"
"2000-01-22",47,"Smile","Ginuwine"
"2000-01-22",48,"None Of Ur Friends Business","Clint Black"
"2000-01-22",49,"When I Said I Do","Joe"
"2000-01-22",50,"I Wanna Know","Mint Condition"
"2000-01-22",51,"If You Love Me","Puff Daddy Featuring R. Kelly"
"2000-01-22",52,"Satisfy You","Robbie Williams"
"2000-01-22",53,"Angels","Ricky Martin"
"2000-01-22",54,"Shake Your Bon-Bon","Mark Wills"
"2000-01-22",55,"Back At One","Angie Stone"
"2000-01-22",56,"No More Rain (In This Cloud)","Eve Featuring Faith Evans"
"2000-01-22",57,"Love Is Blind","Amber"
"2000-01-22",58,"Sexual (Li Da Di)","Kelis"
"2000-01-22",59,"Caught Out There","R.E.M."
"2000-01-22",60,"The Great Beyond","Creed"
"2000-01-22",61,"Higher","IMx"
"2000-01-22",62,"Stay The Night","Mary J. Blige"
"2000-01-22",63,"Deep Inside","Sugar Ray"
"2000-01-22",64,"Falls Apart","NEW"
"2000-01-22",65,"Never Let You Go","NEW"
"2000-01-22",66,"Auld Lang Syne","Third Eye Blind"
"2000-01-22",67,"It Feels So Good","Kenny G"
"2000-01-22",68,"Do It Again (Put Ya Hands Up)","NEW"
"2000-01-22",69,"4, 5, 6","NEW"
"2000-01-22",70,"Everything You Want","Sonique"
"2000-01-22",71,"Breathe And Stop","Jay-Z Featuring Beanie Sigel & Amil"
"2000-01-22",72,"One Night Stand","Sole Featuring JT Money & Kandi"
"2000-01-22",73,"All Things Considered","NEW"
"2000-01-22",74,"Live, Laugh, Love","NEW"
"2000-01-22",75,"Forgot About Dre","Vertical Horizon"
"2000-01-22",76,"What's My Name","NEW"
"2000-01-22",77,"Untitled (How Does It Feel)","NEW"
"2000-01-22",78,"Home To You","Q-Tip"
"2000-01-22",79,"There She Goes","J-Shin Featuring LaTocha Scott"
"2000-01-22",80,"Smoke Rings In The Dark","Yankee Grey"
"2000-01-22",81,"Tha Block Is Hot","Clay Walker"
"2000-01-22",82,"Bling Bling","NEW"
"2000-01-22",83,"The Best Man I Can Be","NEW"
"2000-01-22",84,"She Thinks My Tractor's Sexy","Dr. Dre Featuring Eminem"
"2000-01-22",85,"The Chemicals Between Us","DMX"
"2000-01-22",86,"N 2 Gether Now","NEW"
"2000-01-22",87,"(You Drive Me) Crazy","NEW"
"2000-01-22",88,"Bug A Boo","D'Angelo"
"2000-01-22",89,"G'd Up","John Michael Montgomery"
"2000-01-22",90,"The Quittin' Kind","Sixpence None The Richer"
"2000-01-22",91,"Notorious B.I.G.","NEW"
"2000-01-22",92,"Don't Say You Love Me","NEW"
"2000-01-22",93,"Guerrilla Radio","Gary Allan"
"2000-01-22",94,"Larger Than Life","Lil' Wayne Featuring Juvenile & B.G."
"2000-01-22",95,"The Rockafeller Skank","B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne"
"2000-01-22",96,"Re-arranged","Ginuwine, R.L., Tyrese, Case"
"2000-01-22",97,"We Can't Be Friends","Kenny Chesney"
"2000-01-22",98,"Music Of My Heart","Bush"
"2000-01-22",99,"L.A. Song","Limp Bizkit Featuring Method Man"
"2000-01-22",100,"Will 2K","Britney Spears"
"2000-01-29",1,"I Knew I Loved You","Savage Garden"
"2000-01-29",2,"What A Girl Wants","Christina Aguilera"
"2000-01-29",3,"Smooth","Santana Featuring Rob Thomas"
"2000-01-29",4,"Back At One","Brian McKnight"
"2000-01-29",5,"Bring It All To Me","Blaque"
"2000-01-29",6,"Blue (Da Ba Dee)","Eiffel 65"
"2000-01-29",7,"Hot Boyz","Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
"2000-01-29",8,"That's The Way It Is","Celine Dion"
"2000-01-29",9,"I Need To Know","Marc Anthony"
"2000-01-29",10,"My Love Is Your Love","Whitney Houston"
"2000-01-29",11,"Then The Morning Comes","Smash Mouth"
"2000-01-29",12,"I Wanna Love You Forever","Jessica Simpson"
"2000-01-29",13,"Say My Name","Destiny's Child"
"2000-01-29",14,"Amazed","Lonestar"
"2000-01-29",15,"Get It On Tonite","Montell Jordan"
"2000-01-29",16,"Show Me The Meaning Of Being Lonely","Backstreet Boys"
"2000-01-29",17,"U Know What's Up","Donell Jones"
"2000-01-29",18,"He Can't Love U","Jagged Edge"
"2000-01-29",19,"Take A Picture","Filter"
"2000-01-29",20,"Learn To Fly","Foo Fighters"
"2000-01-29",21,"Meet Virginia","Train"
"2000-01-29",22,"Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees"
"2000-01-29",23,"Breathe","Faith Hill"
"2000-01-29",24,"Waiting For Tonight","Jennifer Lopez"
"2000-01-29",25,"Big Deal","LeAnn Rimes"
"2000-01-29",26,"All The Small Things","blink-182"
"2000-01-29",27,"Cowboy Take Me Away","Dixie Chicks"
"2000-01-29",28,"Hanginaround","Counting Crows"
"2000-01-29",29,"My Best Friend","Tim McGraw"
"2000-01-29",30,"Where My Girls At?","Reba"
"2000-01-29",31,"What Do You Say","Third Eye Blind"
"2000-01-29",32,"Never Let You Go","Goo Goo Dolls"
"2000-01-29",33,"Black Balloon","LFO"
"2000-01-29",34,"Girl On TV","Kevon Edmonds"
"2000-01-29",35,"24/7","TLC"
"2000-01-29",36,"Unpretty","Juvenile Featuring Mannie Fresh & Lil' Wayne"
"2000-01-29",37,"Back That Thang Up","Enrique Iglesias"
"2000-01-29",38,"Rhythm Divine","Len"
"2000-01-29",39,"Steal My Sunshine","Sugar Ray"
"2000-01-29",40,"Someday","Joe"
"2000-01-29",41,"I Wanna Know","NEW"
"2000-01-29",42,"Bye Bye Bye","NEW"
"2000-01-29",43,"Got To Get It","*NSYNC"
"2000-01-29",44,"Smile","Sisqo Featuring Make It Hot"
"2000-01-29",45,"You Can Do It","Lonestar"
"2000-01-29",46,"Love Is Blind","Ice Cube Featuring Mack 10 & Ms. Toi"
"2000-01-29",47,"Pop A Top","Eve Featuring Faith Evans"
"2000-01-29",48,"None Of Ur Friends Business","Alan Jackson"
"2000-01-29",49,"Sexual (Li Da Di)","Ginuwine"
"2000-01-29",50,"He Didn't Have To Be","Amber"
"2000-01-29",51,"Back At One","Brad Paisley"
"2000-01-29",52,"It Feels So Good","Mark Wills"
"2000-01-29",53,"Got Your Money","Sonique"
"2000-01-29",54,"Falls Apart","Ol' Dirty Bastard Featuring Kelis"
"2000-01-29",55,"Forgot About Dre","Sugar Ray"
"2000-01-29",56,"Untitled (How Does It Feel)","Dr. Dre Featuring Eminem"
"2000-01-29",57,"The Great Beyond","D'Angelo"
"2000-01-29",58,"Dancin'","R.E.M."
"2000-01-29",59,"If You Love Me","Guy"
"2000-01-29",60,"No More Rain (In This Cloud)","Mint Condition"
