"date","rank","song","artist"
"1961-01-08",41,"Once In Awhile","The Chimes"
"1961-01-08",42,"Pepe","Duane Eddy His Twangy Guitar And The Rebels"
"1961-01-08",43,"The Hoochi Coochi Coo","Hank Ballard And The Midnighters"
"1961-01-08",44,"The Magnificent Seven","Al Caiola And His Orchestra"
"1961-01-08",45,"My Last Date (With You)","Skeeter Davis"
"1961-01-08",46,"Ballad Of The Alamo","Marty Robbins"
"1961-01-08",47,"A Perfect Love","Frankie Avalon"
"1961-01-08",48,"Emotions","Brenda Lee"
"1961-01-08",49,"Bumble Bee","LaVern Baker"
"1961-01-08",50,"Dance By The Light Of The Moon","The Olympics"
"1961-01-08",51,"Fools Rush In (Where Angels Fear To Tread)","Brook Benton"
"1961-01-08",52,"Gonzo","James Booker"
"1961-01-08",53,"Main Theme from Exodus (Ari's Theme)","Mantovani & His Orch."
"1961-01-08",54,"Your Other Love","The Flamingos"
"1961-01-08",55,"My Last Date (With You)","Joni James"
"1961-01-08",56,"Cherry Pink And Apple Blossom White","Jerry Murad's Harmonicats"
"1961-01-08",57,"C'est Si Bon (It's So Good)","Conway Twitty"
"1961-01-08",58,"Last Date","Lawrence Welk And His Orchestra"
"1961-01-08",59,"Walk Slow","Little Willie John"
"1961-01-08",60,"My Empty Arms","NEW"
"1961-01-08",61,"The Puppet Song","NEW"
"1961-01-08",62,"Happy Days","Jackie Wilson"
"1961-01-08",63,"Utopia","Frankie Avalon"
"1961-01-08",64,"You Don't Want My Love","Marv Johnson"
"1961-01-08",65,"Oh, How I Miss You Tonight","Frank Gari"
"1961-01-08",66,"All In My Mind","Andy Williams"
"1961-01-08",67,"Don't Believe Him, Donna","Jeanne Black"
"1961-01-08",68,"How To Handle A Woman","Maxine Brown"
"1961-01-08",69,"(Let's Do) The Hully Gully Twist","Lenny Miles"
"1961-01-08",70,"Angel On My Shoulder","Johnny Mathis"
"1961-01-08",71,"What Would I Do","Bill Doggett"
"1961-01-08",72,"Spanish Harlem","Shelby Flint"
"1961-01-08",73,"There's A Moon Out Tonight","Mickey & Sylvia"
"1961-01-08",74,"Yes, I'm Lonesome Tonight","Ben E. King"
"1961-01-08",75,"First Taste Of Love","The Capris"
"1961-01-08",76,"Don't Read The Letter","Thelma Carpenter"
"1961-01-08",77,"Wabash Blues","Ben E. King"
"1961-01-08",78,"Yes, I'm Lonesome Tonight","Patti Page"
"1961-01-08",79,"Milk Cow Blues","The Viscounts"
"1961-01-08",80,"Lost Love","Dodie Stevens"
"1961-01-08",81,"Wheels","Ricky Nelson"
"1961-01-08",82,"The Age For Love","NEW"
"1961-01-08",83,"I Don't Want Nobody (To Have My Love But You)","NEW"
"1961-01-08",84,"And The Heavens Cried","H.B. Barnum"
"1961-01-08",85,"We Have Love","NEW"
"1961-01-08",86,"If I Knew","NEW"
"1961-01-08",87,"If I Didn't Care","The String-A-Longs"
"1961-01-08",88,"What Am I Gonna Do","RE- ENTRY"
"1961-01-08",89,"Is There Something On Your Mind","RE- ENTRY"
"1961-01-08",90,"I'll Save The Last Dance For You","Jimmy Charles"
"1961-01-08",91,"Sugar Bee","Ella Johnson With Buddy Johnson"
"1961-01-08",92,"(Ghost) Riders In The Sky","NEW"
"1961-01-08",93,"Oh Lonesome Me","NEW"
"1961-01-08",94,"Chills And Fever","Ronnie Savoy"
"1961-01-08",95,"Jimmy's Girl","Dinah Washington"
"1961-01-08",96,"Baby Sittin' Boogie","Nat King Cole"
"1961-01-08",97,"You've Got To Love Her With A Feeling","NEW"
"1961-01-08",98,"Muskrat Ramble","NEW"
"1961-01-08",99,"Rockin', Rollin' Ocean","The Platters"
"1961-01-08",100,"Spoonful","NEW"
"1961-01-15",1,"Wonderland By Night","Bert Kaempfert And His Orchestra"
"1961-01-15",2,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires"
"1961-01-15",3,"Exodus","Ferrante & Teicher"
"1961-01-15",4,"Will You Love Me Tomorrow","The Shirelles"
"1961-01-15",5,"Calcutta","Lawrence Welk And His Orchestra"
"1961-01-15",6,"Angel Baby","Rosie And The Originals"
"1961-01-15",7,"Rubber Ball","Bobby Vee"
"1961-01-15",8,"Last Date","Floyd Cramer"
"1961-01-15",9,"Corinna, Corinna","Ray Peterson"
"1961-01-15",10,"North To Alaska","Johnny Horton"
"1961-01-15",11,"A Thousand Stars","Kathy Young With The Innocents"
"1961-01-15",12,"Shop Around","The Miracles (featuring Bill ""Smokey"" Robinson)"
"1961-01-15",13,"You're Sixteen","Johnny Burnette"
"1961-01-15",14,"Calendar Girl","Neil Sedaka"
"1961-01-15",15,"Wonderland By Night","Louis Prima"
"1961-01-15",16,"Sailor (Your Home Is The Sea)","Lolita"
"1961-01-15",17,"Many Tears Ago","Connie Francis"
"1961-01-15",18,"He Will Break Your Heart","Jerry Butler"
"1961-01-15",19,"Lonely Teenager","Dion"
"1961-01-15",20,"Wonderland By Night","Anita Bryant"
"1961-01-15",21,"Baby Oh Baby","The Shells"
"1961-01-15",22,"Blue Tango","Bill Black's Combo"
"1961-01-15",23,"Wings Of A Dove","Ferlin Husky"
"1961-01-15",24,"I Count The Tears","The Drifters"
"1961-01-15",25,"Once In Awhile","The Chimes"
"1961-01-15",26,"Emotions","Brenda Lee"
"1961-01-15",27,"You Are The Only One","Ricky Nelson"
"1961-01-15",28,"Gee Whiz","The Innocents"
"1961-01-15",29,"My Empty Arms","Jackie Wilson"
"1961-01-15",30,"I'm Hurtin'","Roy Orbison"
"1961-01-15",31,"Lovey Dovey","Buddy Knox"
"1961-01-15",32,"My Girl Josephine","Fats Domino"
"1961-01-15",33,"Perfidia","The Ventures"
"1961-01-15",34,"My Last Date (With You)","Skeeter Davis"
"1961-01-15",35,"The Hoochi Coochi Coo","Hank Ballard And The Midnighters"
"1961-01-15",36,"Sway","Bobby Rydell"
"1961-01-15",37,"I Gotta Know","Elvis Presley With The Jordanaires"
"1961-01-15",38,"Pepe","Duane Eddy His Twangy Guitar And The Rebels"
"1961-01-15",39,"C'est Si Bon (It's So Good)","Conway Twitty"
"1961-01-15",40,"The Magnificent Seven","Al Caiola And His Orchestra"
"1961-01-15",41,"Main Theme from Exodus (Ari's Theme)","Mantovani & His Orch."
"1961-01-15",42,"There She Goes","Jerry Wallace"
"1961-01-15",43,"Doll House","Donnie Brooks"
"1961-01-15",44,"Stay","Maurice Williams & The Zodiacs"
"1961-01-15",45,"My Last Date (With You)","Joni James"
"1961-01-15",46,"There's A Moon Out Tonight","The Capris"
"1961-01-15",47,"Poetry In Motion","Johnny Tillotson"
"1961-01-15",48,"Wheels","The String-A-Longs"
"1961-01-15",49,"Sad Mood","Sam Cooke"
"1961-01-15",50,"Ruby","Ray Charles"
"1961-01-15",51,"Bumble Bee","LaVern Baker"
"1961-01-15",52,"Utopia","Frank Gari"
"1961-01-15",53,"A Perfect Love","Frankie Avalon"
"1961-01-15",54,"All In My Mind","Maxine Brown"
"1961-01-15",55,"Gonzo","James Booker"
"1961-01-15",56,"Alone At Last","Jackie Wilson"
"1961-01-15",57,"The Puppet Song","Frankie Avalon"
"1961-01-15",58,"Happy Days","Marv Johnson"
"1961-01-15",59,"Spanish Harlem","Ben E. King"
"1961-01-15",60,"Don't Believe Him, Donna","Lenny Miles"
"1961-01-15",61,"Angel On My Shoulder","Shelby Flint"
"1961-01-15",62,"Last Date","Lawrence Welk And His Orchestra"
"1961-01-15",63,"Oh, How I Miss You Tonight","Jeanne Black"
"1961-01-15",64,"You Don't Want My Love","Andy Williams"
"1961-01-15",65,"Don't Read The Letter","Patti Page"
"1961-01-15",66,"Cherry Pink And Apple Blossom White","Jerry Murad's Harmonicats"
"1961-01-15",67,"Yes, I'm Lonesome Tonight","Thelma Carpenter"
"1961-01-15",68,"Walk Slow","Little Willie John"
"1961-01-15",69,"First Taste Of Love","Ben E. King"
"1961-01-15",70,"Lost Love","H.B. Barnum"
"1961-01-15",71,"Your Other Love","The Flamingos"
"1961-01-15",72,"No One","NEW"
"1961-01-15",73,"What Am I Gonna Do","NEW"
"1961-01-15",74,"Yes, I'm Lonesome Tonight","Connie Francis"
"1961-01-15",75,"At Last","Jimmy Clanton"
"1961-01-15",76,"What Would I Do","Dodie Stevens"
"1961-01-15",77,"Baby Sittin' Boogie","NEW"
"1961-01-15",78,"I Don't Want Nobody (To Have My Love But You)","NEW"
"1961-01-15",79,"If I Didn't Care","Etta James"
"1961-01-15",80,"Milk Cow Blues","Mickey & Sylvia"
"1961-01-15",81,"The Age For Love","Buzz Clifford"
"1961-01-15",82,"Dance By The Light Of The Moon","Ella Johnson With Buddy Johnson"
"1961-01-15",83,"Sound-Off","The Platters"
"1961-01-15",84,"(Ghost) Riders In The Sky","Ricky Nelson"
"1961-01-15",85,"Sugar Bee","Jimmy Charles"
"1961-01-15",86,"Chills And Fever","The Olympics"
"1961-01-15",87,"Flamingo Express","NEW"
"1961-01-15",88,"Wabash Blues","NEW"
"1961-01-15",89,"The Story Of My Love","Titus Turner"
"1961-01-15",90,"Where The Boys Are","Ramrods"
"1961-01-15",91,"Muskrat Ramble","Cleveland Crochet and Band"
"1961-01-15",92,"Jimmy's Girl","Ronnie Love And His Orchestra"
"1961-01-15",93,"You've Got To Love Her With A Feeling","NEW"
"1961-01-15",94,"Fools Rush In (Where Angels Fear To Tread)","NEW"
"1961-01-15",95,"Them That Got","The Royaltones"
"1961-01-15",96,"And The Heavens Cried","The Viscounts"
"1961-01-15",97,"New Orleans","NEW"
"1961-01-15",98,"Gift Of Love","NEW"
"1961-01-15",99,"When I Fall In Love","Paul Anka"
"1961-01-15",100,"I Remember","NEW"
"1961-01-22",1,"Wonderland By Night","Bert Kaempfert And His Orchestra"
"1961-01-22",2,"Exodus","Ferrante & Teicher"
"1961-01-22",3,"Calcutta","Lawrence Welk And His Orchestra"
"1961-01-22",4,"Will You Love Me Tomorrow","The Shirelles"
"1961-01-22",5,"Angel Baby","Rosie And The Originals"
"1961-01-22",6,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires"
"1961-01-22",7,"Shop Around","The Miracles (featuring Bill ""Smokey"" Robinson)"
"1961-01-22",8,"Calendar Girl","Neil Sedaka"
"1961-01-22",9,"Rubber Ball","Bobby Vee"
"1961-01-22",10,"Corinna, Corinna","Ray Peterson"
"1961-01-22",11,"Last Date","Floyd Cramer"
"1961-01-22",12,"North To Alaska","Johnny Horton"
"1961-01-22",13,"Emotions","Brenda Lee"
"1961-01-22",14,"Once In Awhile","The Chimes"
"1961-01-22",15,"A Thousand Stars","Kathy Young With The Innocents"
"1961-01-22",16,"Wings Of A Dove","Ferlin Husky"
"1961-01-22",17,"My Empty Arms","Jackie Wilson"
"1961-01-22",18,"Sailor (Your Home Is The Sea)","Lolita"
"1961-01-22",19,"Wonderland By Night","Louis Prima"
"1961-01-22",20,"You're Sixteen","Johnny Burnette"
"1961-01-22",21,"He Will Break Your Heart","Jerry Butler"
"1961-01-22",22,"I Count The Tears","The Drifters"
"1961-01-22",23,"Lonely Teenager","Dion"
"1961-01-22",24,"Baby Oh Baby","The Shells"
"1961-01-22",25,"Lovey Dovey","Buddy Knox"
"1961-01-22",26,"My Last Date (With You)","Skeeter Davis"
"1961-01-22",27,"Wonderland By Night","Anita Bryant"
"1961-01-22",28,"My Girl Josephine","Fats Domino"
"1961-01-22",29,"Pepe","Duane Eddy His Twangy Guitar And The Rebels"
"1961-01-22",30,"The Hoochi Coochi Coo","Hank Ballard And The Midnighters"
"1961-01-22",31,"Main Theme from Exodus (Ari's Theme)","Mantovani & His Orch."
"1961-01-22",32,"C'est Si Bon (It's So Good)","Conway Twitty"
"1961-01-22",33,"You Are The Only One","Ricky Nelson"
"1961-01-22",34,"Wheels","The String-A-Longs"
"1961-01-22",35,"The Magnificent Seven","Al Caiola And His Orchestra"
"1961-01-22",36,"There's A Moon Out Tonight","The Capris"
"1961-01-22",37,"Many Tears Ago","Connie Francis"
"1961-01-22",38,"My Last Date (With You)","Joni James"
"1961-01-22",39,"Gee Whiz","The Innocents"
"1961-01-22",40,"Blue Tango","Bill Black's Combo"
"1961-01-22",41,"There She Goes","Jerry Wallace"
"1961-01-22",42,"Where The Boys Are","Connie Francis"
"1961-01-22",43,"I Gotta Know","Elvis Presley With The Jordanaires"
"1961-01-22",44,"Utopia","Frank Gari"
"1961-01-22",45,"Spanish Harlem","Ben E. King"
"1961-01-22",46,"I'm Hurtin'","Roy Orbison"
"1961-01-22",47,"All In My Mind","Maxine Brown"
"1961-01-22",48,"Doll House","Donnie Brooks"
"1961-01-22",49,"Pony Time","NEW"
"1961-01-22",50,"If I Didn't Care","NEW"
"1961-01-22",51,"Don't Believe Him, Donna","Chubby Checker"
"1961-01-22",52,"Bumble Bee","The Platters"
"1961-01-22",53,"Good Time Baby","Lenny Miles"
"1961-01-22",54,"Perfidia","LaVern Baker"
"1961-01-22",55,"Baby Sittin' Boogie","NEW"
"1961-01-22",56,"What Am I Gonna Do","NEW"
"1961-01-22",57,"Angel On My Shoulder","Bobby Rydell"
"1961-01-22",58,"Yes, I'm Lonesome Tonight","The Ventures"
"1961-01-22",59,"Stay","Buzz Clifford"
"1961-01-22",60,"The Tear Of The Year","Jimmy Clanton"
"1961-01-22",61,"First Taste Of Love","Shelby Flint"
"1961-01-22",62,"Lost Love","Thelma Carpenter"
"1961-01-22",63,"Yes, I'm Lonesome Tonight","Maurice Williams & The Zodiacs"
"1961-01-22",64,"At Last","NEW"
"1961-01-22",65,"Muskrat Ramble","NEW"
"1961-01-22",66,"No One","Jackie Wilson"
"1961-01-22",67,"The Story Of My Love","Ben E. King"
"1961-01-22",68,"Dedicated To The One I Love","H.B. Barnum"
"1961-01-22",69,"The Age For Love","Dodie Stevens"
"1961-01-22",70,"Don't Read The Letter","Etta James"
"1961-01-22",71,"Happy Days","Freddy Cannon"
"1961-01-22",72,"Chills And Fever","Connie Francis"
"1961-01-22",73,"What Would I Do","Paul Anka"
"1961-01-22",74,"Jimmy's Girl","RE- ENTRY"
"1961-01-22",75,"Last Date","RE- ENTRY"
"1961-01-22",76,"Sad Mood","The Shirelles"
"1961-01-22",77,"Sound-Off","Jimmy Charles"
"1961-01-22",78,"What A Price","Patti Page"
"1961-01-22",79,"Leave My Kitten Alone","Marv Johnson"
"1961-01-22",80,"Sugar Bee","Ronnie Love And His Orchestra"
"1961-01-22",81,"(Ghost) Riders In The Sky","Mickey & Sylvia"
"1961-01-22",82,"Flamingo Express","Johnny Tillotson"
"1961-01-22",83,"Ain't That Just Like A Woman","Lawrence Welk And His Orchestra"
"1961-01-22",84,"When I Fall In Love","Sam Cooke"
"1961-01-22",85,"Them That Got","Titus Turner"
"1961-01-22",86,"I Remember","NEW"
"1961-01-22",87,"Pony Time","NEW"
"1961-01-22",88,"Dedicated To The One I Love","Fats Domino"
"1961-01-22",89,"You Don't Want My Love","RE- ENTRY"
"1961-01-22",90,"The Exodus Song (This Land Is Mine)","RE- ENTRY"
"1961-01-22",91,"Gift Of Love","Little Willie John"
"1961-01-22",92,"Trouble In Mind","Cleveland Crochet and Band"
"1961-01-22",93,"Ram-Bunk-Shush","Ramrods"
"1961-01-22",94,"Apache","The Royaltones"
"1961-01-22",95,"Tonite, Tonite","NEW"
"1961-01-22",96,"The Puppet Song","NEW"
"1961-01-22",97,"Oh, How I Miss You Tonight","Fats Domino"
"1961-01-22",98,"Ginnie Bell","Etta Jones"
"1961-01-22",99,"In The Still Of The Nite","Ray Charles and his Orchestra"
"1961-01-22",100,"Charlena","Maurice Williams & The Zodiacs"
"1961-01-29",1,"Will You Love Me Tomorrow","The Shirelles"
"1961-01-29",2,"Calcutta","Lawrence Welk And His Orchestra"
"1961-01-29",3,"Exodus","Ferrante & Teicher"
"1961-01-29",4,"Wonderland By Night","Bert Kaempfert And His Orchestra"
"1961-01-29",5,"Shop Around","The Miracles (featuring Bill ""Smokey"" Robinson)"
"1961-01-29",6,"Angel Baby","Rosie And The Originals"
"1961-01-29",7,"Calendar Girl","Neil Sedaka"
"1961-01-29",8,"Emotions","Brenda Lee"
"1961-01-29",9,"Rubber Ball","Bobby Vee"
"1961-01-29",10,"Are You Lonesome To-night?","Elvis Presley With The Jordanaires"
"1961-01-29",11,"Corinna, Corinna","Ray Peterson"
"1961-01-29",12,"Once In Awhile","The Chimes"
"1961-01-29",13,"North To Alaska","Johnny Horton"
"1961-01-29",14,"Last Date","Floyd Cramer"
"1961-01-29",15,"My Empty Arms","Jackie Wilson"
"1961-01-29",16,"Wings Of A Dove","Ferlin Husky"
"1961-01-29",17,"I Count The Tears","The Drifters"
"1961-01-29",18,"A Thousand Stars","Kathy Young With The Innocents"
"1961-01-29",19,"Sailor (Your Home Is The Sea)","Lolita"
"1961-01-29",20,"Pepe","Duane Eddy His Twangy Guitar And The Rebels"
"1961-01-29",21,"There's A Moon Out Tonight","The Capris"
"1961-01-29",22,"Wheels","The String-A-Longs"
"1961-01-29",23,"The Hoochi Coochi Coo","Hank Ballard And The Midnighters"
"1961-01-29",24,"You're Sixteen","Johnny Burnette"
"1961-01-29",25,"C'est Si Bon (It's So Good)","Conway Twitty"
"1961-01-29",26,"There She Goes","Jerry Wallace"
"1961-01-29",27,"He Will Break Your Heart","Jerry Butler"
"1961-01-29",28,"Wonderland By Night","Louis Prima"
"1961-01-29",29,"Baby Oh Baby","The Shells"
"1961-01-29",30,"Where The Boys Are","Connie Francis"
"1961-01-29",31,"Pony Time","Chubby Checker"
"1961-01-29",32,"Wonderland By Night","Anita Bryant"
"1961-01-29",33,"All In My Mind","Maxine Brown"
"1961-01-29",34,"Baby Sittin' Boogie","Buzz Clifford"
"1961-01-29",35,"Spanish Harlem","Ben E. King"
"1961-01-29",36,"Lovey Dovey","Buddy Knox"
"1961-01-29",37,"Main Theme from Exodus (Ari's Theme)","Mantovani & His Orch."
"1961-01-29",38,"You Are The Only One","Ricky Nelson"
"1961-01-29",39,"The Magnificent Seven","Al Caiola And His Orchestra"
"1961-01-29",40,"If I Didn't Care","The Platters"
"1961-01-29",41,"Don't Believe Him, Donna","Lenny Miles"
"1961-01-29",42,"Good Time Baby","Bobby Rydell"
"1961-01-29",43,"I'm Learning About Love","NEW"
"1961-01-29",44,"The Tear Of The Year","NEW"
"1961-01-29",45,"Utopia","Brenda Lee"
"1961-01-29",46,"The Story Of My Love","Jackie Wilson"
"1961-01-29",47,"Dedicated To The One I Love","Frank Gari"
"1961-01-29",48,"Many Tears Ago","Paul Anka"
"1961-01-29",49,"At Last","The Shirelles"
"1961-01-29",50,"What Am I Gonna Do","Connie Francis"
"1961-01-29",51,"No One","Etta James"
"1961-01-29",52,"What A Price","Jimmy Clanton"
"1961-01-29",53,"Angel On My Shoulder","Connie Francis"
"1961-01-29",54,"First Taste Of Love","Fats Domino"
"1961-01-29",55,"Yes, I'm Lonesome Tonight","Shelby Flint"
"1961-01-29",56,"Muskrat Ramble","Ben E. King"
"1961-01-29",57,"Lost Love","Thelma Carpenter"
"1961-01-29",58,"Doll House","Freddy Cannon"
"1961-01-29",59,"Ain't That Just Like A Woman","H.B. Barnum"
"1961-01-29",60,"Yes, I'm Lonesome Tonight","Donnie Brooks"
"1961-01-29",61,"Stay","Fats Domino"
"1961-01-29",62,"You Can Have Her","Dodie Stevens"
"1961-01-29",63,"Them That Got","Maurice Williams & The Zodiacs"
"1961-01-29",64,"What Would I Do","NEW"
"1961-01-29",65,"Lonely Teenager","NEW"
