"date","rank","song","artist"
"1965-01-01",72,"You'll Always Be The One I Love","Dean Martin"
"1965-01-01",73,"Little Bell","The Dixie Cups"
"1965-01-01",74,"Can You Jerk Like Me","The Contours"
"1965-01-01",75,"Bucket ""T""","Ronny And The Daytonas"
"1965-01-01",76,"Danny Boy","Patti LaBelle And The Blue Belles"
"1965-01-01",77,"Dear Heart","Henry Mancini And His Orchestra"
"1965-01-01",78,"Paper Tiger","NEW"
"1965-01-01",79,"Do Anything You Wanna (Part I)","NEW"
"1965-01-01",80,"No Arms Can Ever Hold You","Sue Thompson"
"1965-01-01",81,"The Sidewinder, Part 1","Harold Betters"
"1965-01-01",82,"Lovely, Lovely (Loverly, Loverly)","The Bachelors"
"1965-01-01",83,"Do What You Do Do Well","Lee Morgan"
"1965-01-01",84,"Hey-Da-Da-Dow","NEW"
"1965-01-01",85,"Percolatin'","NEW"
"1965-01-01",86,"(There'll Come A Day When) Ev'ry Little Bit Hurts","Chubby Checker"
"1965-01-01",87,"My Buddy Seat","Ned Miller"
"1965-01-01",88,"Blind Man","The Dolphins"
"1965-01-01",89,"So What","Willie Mitchell"
"1965-01-01",90,"Use Your Head","Bobby Vee"
"1965-01-01",91,"Maybe","The Hondells"
"1965-01-01",92,"Have Mercy Baby","NEW"
"1965-01-01",93,"Are You Still My Baby","NEW"
"1965-01-01",94,"Voice Your Choice","Little Milton"
"1965-01-01",95,"A Little Bit Of Soap","RE- ENTRY"
"1965-01-01",96,"Laugh, Laugh","RE- ENTRY"
"1965-01-01",97,"Take This Hurt Off Me","Bill Black's Combo"
"1965-01-01",98,"Ode To The Little Brown Shack Out Back","NEW"
"1965-01-01",99,"Black Night","NEW"
"1965-01-01",100,"Twine Time","Mary Wells"
"1965-01-08",1,"I Feel Fine","The Beatles"
"1965-01-08",2,"Come See About Me","The Supremes"
"1965-01-08",3,"Mr. Lonely","Bobby Vinton"
"1965-01-08",4,"Love Potion Number Nine","The Searchers"
"1965-01-08",5,"Downtown","Petula Clark"
"1965-01-08",6,"Goin' Out Of My Head","Little Anthony And The Imperials"
"1965-01-08",7,"Amen","The Impressions"
"1965-01-08",8,"The Jerk","The Larks"
"1965-01-08",9,"You've Lost That Lovin' Feelin'","The Righteous Brothers"
"1965-01-08",10,"The Wedding","Julie Rogers"
"1965-01-08",11,"She's A Woman","The Beatles"
"1965-01-08",12,"Sha La La","Manfred Mann"
"1965-01-08",13,"Keep Searchin' (We'll Follow The Sun)","Del Shannon"
"1965-01-08",14,"Any Way You Want It","The Dave Clark Five"
"1965-01-08",15,"How Sweet It Is To Be Loved By You","Marvin Gaye"
"1965-01-08",16,"She's Not There","The Zombies"
"1965-01-08",17,"Willow Weep For Me","Chad & Jeremy"
"1965-01-08",18,"My Love, Forgive Me (Amore, Scusami)","Robert Goulet"
"1965-01-08",19,"Leader Of The Laundromat","The Detergents"
"1965-01-08",20,"Ringo","Lorne Greene"
"1965-01-08",21,"Thou Shalt Not Steal","Dick and DeeDee"
"1965-01-08",22,"As Tears Go By","Marianne Faithfull"
"1965-01-08",23,"Walk Away","Matt Monro"
"1965-01-08",24,"Don't Forget I Still Love You","Bobbi Martin"
"1965-01-08",25,"Dear Heart","Andy Williams"
"1965-01-08",26,"Too Many Fish In The Sea","The Marvelettes"
"1965-01-08",27,"I'm Into Something Good","Herman's Hermits"
"1965-01-08",28,"Hold What You've Got","Joe Tex"
"1965-01-08",29,"I'll Be There","Gerry And The Pacemakers"
"1965-01-08",30,"Dear Heart","Jack Jones"
"1965-01-08",31,"Do-Wacka-Do","Roger Miller"
"1965-01-08",32,"One More Time","The Ray Charles Singers"
"1965-01-08",33,"Dance, Dance, Dance","The Beach Boys"
"1965-01-08",34,"Wild One","Martha & The Vandellas"
"1965-01-08",35,"Hawaii Tattoo","The Waikikis"
"1965-01-08",36,"You're Nobody Till Somebody Loves You","Dean Martin"
"1965-01-08",37,"Oh No Not My Baby","Maxine Brown"
"1965-01-08",38,"The Name Game","Shirley Ellis"
"1965-01-08",39,"Saturday Night At The Movies","The Drifters"
"1965-01-08",40,"Mountain Of Love","Johnny Rivers"
"1965-01-08",41,"Promised Land","Chuck Berry"
"1965-01-08",42,"Give Him A Great Big Kiss","The Shangri-Las"
"1965-01-08",43,"Boom Boom","The Animals"
"1965-01-08",44,"All Day And All Of The Night","The Kinks"
"1965-01-08",45,"What Now","Gene Chandler"
"1965-01-08",46,"She Understands Me","Johnny Tillotson"
"1965-01-08",47,"Roses Are Red My Love","The ""You Know Who"" Group!"
"1965-01-08",48,"I'm Gonna Be Strong","Gene Pitney"
"1965-01-08",49,"Time Is On My Side","The Rolling Stones"
"1965-01-08",50,"Let's Lock The Door (And Throw Away The Key)","Jay & The Americans"
"1965-01-08",51,"I Can't Stop","The Honeycombs"
"1965-01-08",52,"Seven Letters","Ben E. King"
"1965-01-08",53,"Smile","Betty Everett & Jerry Butler"
"1965-01-08",54,"Somewhere In Your Heart","Frank Sinatra"
"1965-01-08",55,"Have You Looked Into Your Heart","Jerry Vale"
"1965-01-08",56,"Lovin' Place","Gale Garnett"
"1965-01-08",57,"Look Of Love","Lesley Gore"
"1965-01-08",58,"Makin' Whoopee","Ray Charles"
"1965-01-08",59,"I'm Gonna Love You Too","The Hullaballoos"
"1965-01-08",60,"(There's) Always Something There To Remind Me","Sandie Shaw"
"1965-01-08",61,"Come On Do The Jerk","The Miracles"
"1965-01-08",62,"Bucket ""T""","Ronny And The Daytonas"
"1965-01-08",63,"The 81","Candy & The Kisses"
"1965-01-08",64,"You'll Always Be The One I Love","Dean Martin"
"1965-01-08",65,"No Arms Can Ever Hold You","The Bachelors"
"1965-01-08",66,"He's My Guy","Irma Thomas"
"1965-01-08",67,"I Found A Love Oh What A Love","Jo Ann & Troy"
"1965-01-08",68,"Little Bell","The Dixie Cups"
"1965-01-08",69,"Paper Tiger","Sue Thompson"
"1965-01-08",70,"Can You Jerk Like Me","The Contours"
"1965-01-08",71,"Use Your Head","Mary Wells"
"1965-01-08",72,"Do What You Do Do Well","Ned Miller"
"1965-01-08",73,"Shake","NEW"
"1965-01-08",74,"Sometimes I Wonder","NEW"
"1965-01-08",75,"Do It Right","Sam Cooke"
"1965-01-08",76,"Hey-Da-Da-Dow","Major Lance"
"1965-01-08",77,"Heart Of Stone","Brook Benton"
"1965-01-08",78,"Lovely, Lovely (Loverly, Loverly)","The Dolphins"
"1965-01-08",79,"The ""In"" Crowd","NEW"
"1965-01-08",80,"Dear Heart","NEW"
"1965-01-08",81,"Tell Her No","The Rolling Stones"
"1965-01-08",82,"Danny Boy","Chubby Checker"
"1965-01-08",83,"Laugh, Laugh","NEW"
"1965-01-08",84,"(There'll Come A Day When) Ev'ry Little Bit Hurts","NEW"
"1965-01-08",85,"I Go To Pieces","Dobie Gray"
"1965-01-08",86,"Blind Man","Henry Mancini And His Orchestra"
"1965-01-08",87,"The Sidewinder, Part 1","NEW"
"1965-01-08",88,"Blind Man","NEW"
"1965-01-08",89,"The Jolly Green Giant","The Zombies"
"1965-01-08",90,"Ode To The Little Brown Shack Out Back","Patti LaBelle And The Blue Belles"
"1965-01-08",91,"Are You Still My Baby","The Beau Brummels"
"1965-01-08",92,"The Crusher","Bobby Vee"
"1965-01-08",93,"Voice Your Choice","NEW"
"1965-01-08",94,"The Crying Game","NEW"
"1965-01-08",95,"It's Better To Have It","Peter And Gordon"
"1965-01-08",96,"Twine Time","NEW"
"1965-01-08",97,"Whenever A Teenager Cries","NEW"
"1965-01-08",98,"Finders Keepers, Losers Weepers","Bobby Bland"
"1965-01-08",99,"No Faith, No Love","Lee Morgan"
"1965-01-08",100,"Hello Pretty Girl","Little Milton"
"1965-01-15",1,"Come See About Me","The Supremes"
"1965-01-15",2,"I Feel Fine","The Beatles"
"1965-01-15",3,"Love Potion Number Nine","The Searchers"
"1965-01-15",4,"Downtown","Petula Clark"
"1965-01-15",5,"You've Lost That Lovin' Feelin'","The Righteous Brothers"
"1965-01-15",6,"Mr. Lonely","Bobby Vinton"
"1965-01-15",7,"The Jerk","The Larks"
"1965-01-15",8,"Goin' Out Of My Head","Little Anthony And The Imperials"
"1965-01-15",9,"How Sweet It Is To Be Loved By You","Marvin Gaye"
"1965-01-15",10,"Keep Searchin' (We'll Follow The Sun)","Del Shannon"
"1965-01-15",11,"Amen","The Impressions"
"1965-01-15",12,"She's A Woman","The Beatles"
"1965-01-15",13,"Thou Shalt Not Steal","Dick and DeeDee"
"1965-01-15",14,"Sha La La","Manfred Mann"
"1965-01-15",15,"Hold What You've Got","Joe Tex"
"1965-01-15",16,"The Wedding","Julie Rogers"
"1965-01-15",17,"Willow Weep For Me","Chad & Jeremy"
"1965-01-15",18,"Any Way You Want It","The Dave Clark Five"
"1965-01-15",19,"Don't Forget I Still Love You","Bobbi Martin"
"1965-01-15",20,"The Name Game","Shirley Ellis"
"1965-01-15",21,"Leader Of The Laundromat","The Detergents"
"1965-01-15",22,"My Love, Forgive Me (Amore, Scusami)","Robert Goulet"
"1965-01-15",23,"She's Not There","The Zombies"
"1965-01-15",24,"As Tears Go By","Marianne Faithfull"
"1965-01-15",25,"Too Many Fish In The Sea","The Marvelettes"
"1965-01-15",26,"I'll Be There","Gerry And The Pacemakers"
"1965-01-15",27,"Dear Heart","Andy Williams"
"1965-01-15",28,"Walk Away","Matt Monro"
"1965-01-15",29,"All Day And All Of The Night","The Kinks"
"1965-01-15",30,"Give Him A Great Big Kiss","The Shangri-Las"
"1965-01-15",31,"You're Nobody Till Somebody Loves You","Dean Martin"
"1965-01-15",32,"Dear Heart","Jack Jones"
"1965-01-15",33,"Hawaii Tattoo","The Waikikis"
"1965-01-15",34,"Let's Lock The Door (And Throw Away The Key)","Jay & The Americans"
"1965-01-15",35,"Do-Wacka-Do","Roger Miller"
"1965-01-15",36,"Shake","Sam Cooke"
"1965-01-15",37,"Wild One","Martha & The Vandellas"
"1965-01-15",38,"One More Time","The Ray Charles Singers"
"1965-01-15",39,"Oh No Not My Baby","Maxine Brown"
"1965-01-15",40,"What Now","Gene Chandler"
"1965-01-15",41,"Dance, Dance, Dance","The Beach Boys"
"1965-01-15",42,"Ringo","Lorne Greene"
"1965-01-15",43,"Have You Looked Into Your Heart","Jerry Vale"
"1965-01-15",44,"Promised Land","Chuck Berry"
"1965-01-15",45,"Seven Letters","Ben E. King"
"1965-01-15",46,"Makin' Whoopee","Ray Charles"
"1965-01-15",47,"Look Of Love","Lesley Gore"
"1965-01-15",48,"Use Your Head","Mary Wells"
"1965-01-15",49,"Roses Are Red My Love","The ""You Know Who"" Group!"
"1965-01-15",50,"The ""In"" Crowd","Dobie Gray"
"1965-01-15",51,"I Can't Stop","The Honeycombs"
"1965-01-15",52,"Somewhere In Your Heart","Frank Sinatra"
"1965-01-15",53,"The 81","Candy & The Kisses"
"1965-01-15",54,"Lovin' Place","Gale Garnett"
"1965-01-15",55,"No Arms Can Ever Hold You","The Bachelors"
"1965-01-15",56,"Bucket ""T""","Ronny And The Daytonas"
"1965-01-15",57,"Come On Do The Jerk","The Miracles"
"1965-01-15",58,"Heart Of Stone","The Rolling Stones"
"1965-01-15",59,"Can You Jerk Like Me","The Contours"
"1965-01-15",60,"Little Bell","The Dixie Cups"
"1965-01-15",61,"Paper Tiger","Sue Thompson"
"1965-01-15",62,"I Go To Pieces","Peter And Gordon"
"1965-01-15",63,"He's My Guy","Irma Thomas"
"1965-01-15",64,"You'll Always Be The One I Love","Dean Martin"
"1965-01-15",65,"This Diamond Ring","NEW"
"1965-01-15",66,"Tell Her No","NEW"
"1965-01-15",67,"I'm Gonna Love You Too","Gary Lewis And The Playboys"
"1965-01-15",68,"Laugh, Laugh","The Zombies"
"1965-01-15",69,"Boom Boom","The Hullaballoos"
"1965-01-15",70,"Lovely, Lovely (Loverly, Loverly)","The Beau Brummels"
"1965-01-15",71,"Do What You Do Do Well","The Animals"
"1965-01-15",72,"Sometimes I Wonder","Chubby Checker"
"1965-01-15",73,"Hey-Da-Da-Dow","Ned Miller"
"1965-01-15",74,"The Jolly Green Giant","Major Lance"
"1965-01-15",75,"Smile","The Dolphins"
"1965-01-15",76,"My Girl","The Kingsmen"
"1965-01-15",77,"Twine Time","Betty Everett & Jerry Butler"
"1965-01-15",78,"Blind Man","NEW"
"1965-01-15",79,"Dear Heart","NEW"
"1965-01-15",80,"Voice Your Choice","The Temptations"
"1965-01-15",81,"Cousin Of Mine","Alvin Cash & The Crawlers"
"1965-01-15",82,"I Found A Love Oh What A Love","Bobby Bland"
"1965-01-15",83,"Thanks A Lot","Henry Mancini And His Orchestra"
"1965-01-15",84,"Whenever A Teenager Cries","The Radiants"
"1965-01-15",85,"Ode To The Little Brown Shack Out Back","RE- ENTRY"
"1965-01-15",86,"Blind Man","RE- ENTRY"
"1965-01-15",87,"Bye, Bye, Baby (Baby, Goodbye)","Sam Cooke"
"1965-01-15",88,"The Crusher","Jo Ann & Troy"
"1965-01-15",89,"Hello Pretty Girl","NEW"
"1965-01-15",90,"The Boy From New York City","NEW"
"1965-01-15",91,"Are You Still My Baby","Brenda Lee"
"1965-01-15",92,"No Faith, No Love","Reparata And The Delrons"
"1965-01-15",93,"Fancy Pants","Billy Edd Wheeler"
"1965-01-15",94,"The Crying Game","Little Milton"
"1965-01-15",95,"It's Better To Have It","NEW"
"1965-01-15",96,"Finders Keepers, Losers Weepers","NEW"
"1965-01-15",97,"It's Alright","The 4 Seasons Featuring the ""Sound of Frankie Valli"""
"1965-01-15",98,"I Want You To Be My Boy","The Novas"
"1965-01-15",99,"I Wanna Be (Your Everything)","Ronnie Dove"
"1965-01-15",100,"My Heart Would Know","NEW"
"1965-01-22",1,"Downtown","Petula Clark"
"1965-01-22",2,"You've Lost That Lovin' Feelin'","The Righteous Brothers"
"1965-01-22",3,"Love Potion Number Nine","The Searchers"
"1965-01-22",4,"I Feel Fine","The Beatles"
"1965-01-22",5,"Come See About Me","The Supremes"
"1965-01-22",6,"The Name Game","Shirley Ellis"
"1965-01-22",7,"Mr. Lonely","Bobby Vinton"
"1965-01-22",8,"The Jerk","The Larks"
"1965-01-22",9,"How Sweet It Is To Be Loved By You","Marvin Gaye"
"1965-01-22",10,"Keep Searchin' (We'll Follow The Sun)","Del Shannon"
"1965-01-22",11,"Hold What You've Got","Joe Tex"
"1965-01-22",12,"Goin' Out Of My Head","Little Anthony And The Imperials"
"1965-01-22",13,"Thou Shalt Not Steal","Dick and DeeDee"
"1965-01-22",14,"She's A Woman","The Beatles"
"1965-01-22",15,"Willow Weep For Me","Chad & Jeremy"
"1965-01-22",16,"I'll Be There","Gerry And The Pacemakers"
"1965-01-22",17,"Amen","The Impressions"
"1965-01-22",18,"Let's Lock The Door (And Throw Away The Key)","Jay & The Americans"
"1965-01-22",19,"All Day And All Of The Night","The Kinks"
"1965-01-22",20,"Any Way You Want It","The Dave Clark Five"
"1965-01-22",21,"Sha La La","Manfred Mann"
"1965-01-22",22,"Don't Forget I Still Love You","Bobbi Martin"
"1965-01-22",23,"Give Him A Great Big Kiss","The Shangri-Las"
"1965-01-22",24,"Dear Heart","Andy Williams"
"1965-01-22",25,"The Wedding","Julie Rogers"
"1965-01-22",26,"You're Nobody Till Somebody Loves You","Dean Martin"
"1965-01-22",27,"Shake","Sam Cooke"
"1965-01-22",28,"My Love, Forgive Me (Amore, Scusami)","Robert Goulet"
"1965-01-22",29,"Too Many Fish In The Sea","The Marvelettes"
"1965-01-22",30,"She's Not There","The Zombies"
"1965-01-22",31,"Dear Heart","Jack Jones"
"1965-01-22",32,"Walk Away","Matt Monro"
"1965-01-22",33,"I Go To Pieces","Peter And Gordon"
"1965-01-22",34,"This Diamond Ring","Gary Lewis And The Playboys"
"1965-01-22",35,"Hawaii Tattoo","The Waikikis"
"1965-01-22",36,"Look Of Love","Lesley Gore"
"1965-01-22",37,"As Tears Go By","Marianne Faithfull"
"1965-01-22",38,"The ""In"" Crowd","Dobie Gray"
"1965-01-22",39,"Have You Looked Into Your Heart","Jerry Vale"
"1965-01-22",40,"Leader Of The Laundromat","The Detergents"
"1965-01-22",41,"My Girl","The Temptations"
"1965-01-22",42,"Tell Her No","The Zombies"
"1965-01-22",43,"Laugh, Laugh","The Beau Brummels"
"1965-01-22",44,"Use Your Head","Mary Wells"
"1965-01-22",45,"No Arms Can Ever Hold You","The Bachelors"
"1965-01-22",46,"Somewhere In Your Heart","Frank Sinatra"
"1965-01-22",47,"Heart Of Stone","The Rolling Stones"
"1965-01-22",48,"I Can't Stop","The Honeycombs"
"1965-01-22",49,"Promised Land","Chuck Berry"
"1965-01-22",50,"The Jolly Green Giant","The Kingsmen"
"1965-01-22",51,"What Now","Gene Chandler"
"1965-01-22",52,"Seven Letters","Ben E. King"
"1965-01-22",53,"Roses Are Red My Love","The ""You Know Who"" Group!"
"1965-01-22",54,"Bucket ""T""","Ronny And The Daytonas"
"1965-01-22",55,"Can You Jerk Like Me","The Contours"
"1965-01-22",56,"Paper Tiger","Sue Thompson"
"1965-01-22",57,"Come On Do The Jerk","The Miracles"
"1965-01-22",58,"Twine Time","Alvin Cash & The Crawlers"
"1965-01-22",59,"Lovin' Place","Gale Garnett"
"1965-01-22",60,"Little Bell","The Dixie Cups"
"1965-01-22",61,"Bye, Bye, Baby (Baby, Goodbye)","The 4 Seasons Featuring the ""Sound of Frankie Valli"""
"1965-01-22",62,"Makin' Whoopee","Ray Charles"
"1965-01-22",63,"Do What You Do Do Well","Ned Miller"
"1965-01-22",64,"The 81","Candy & The Kisses"
"1965-01-22",65,"He's My Guy","Irma Thomas"
"1965-01-22",66,"The Boy From New York City","The Ad Libs"
"1965-01-22",67,"Ode To The Little Brown Shack Out Back","Billy Edd Wheeler"
"1965-01-22",68,"Thanks A Lot","Brenda Lee"
"1965-01-22",69,"Hey-Da-Da-Dow","The Dolphins"
"1965-01-22",70,"You'll Always Be The One I Love","Dean Martin"
"1965-01-22",71,"I'm Gonna Love You Too","The Hullaballoos"
"1965-01-22",72,"Lovely, Lovely (Loverly, Loverly)","Chubby Checker"
"1965-01-22",73,"Voice Your Choice","The Radiants"
"1965-01-22",74,"Hello Pretty Girl","Ronnie Dove"
"1965-01-22",75,"Lemon Tree","NEW"
"1965-01-22",76,"Whenever A Teenager Cries","NEW"
"1965-01-22",77,"Sometimes I Wonder","Trini Lopez"
"1965-01-22",78,"Blind Man","Reparata And The Delrons"
"1965-01-22",79,"Cousin Of Mine","Major Lance"
"1965-01-22",80,"Break Away (From That Boy)","Bobby Bland"
"1965-01-22",81,"For Lovin' Me","Sam Cooke"
"1965-01-22",82,"Fancy Pants","NEW"
"1965-01-22",83,"Dear Heart","NEW"
"1965-01-22",84,"My Heart Would Know","The Newbeats"
"1965-01-22",85,"I've Got A Tiger By The Tail","NEW"
"1965-01-22",86,"Red Roses For A Blue Lady","NEW"
"1965-01-22",87,"It's Alright","Peter, Paul & Mary"
"1965-01-22",88,"The Crusher","Al (He's the King) Hirt"
"1965-01-22",89,"The Crying Game","Henry Mancini And His Orchestra"
"1965-01-22",90,"Try To Remember","Al Martino"
"1965-01-22",91,"Little Things","NEW"
"1965-01-22",92,"Whose Heart Are You Breaking Tonight","NEW"
"1965-01-22",93,"Blind Man","Buck Owens"
"1965-01-22",94,"Dusty","NEW"
"1965-01-22",95,"No Faith, No Love","NEW"
"1965-01-22",96,"The Race Is On","Bert Kaempfert And His Orchestra"
"1965-01-22",97,"You're The Only World I Know","Adam Faith With The Roulettes"
"1965-01-22",98,"Goldfinger","The Novas"
"1965-01-22",99,"I Wanna Be (Your Everything)","Brenda Lee"
"1965-01-22",100,"The Birds And The Bees","NEW"
"1965-01-29",1,"Downtown","Petula Clark"
"1965-01-29",2,"You've Lost That Lovin' Feelin'","The Righteous Brothers"
"1965-01-29",3,"The Name Game","Shirley Ellis"
"1965-01-29",4,"Love Potion Number Nine","The Searchers"
"1965-01-29",5,"Hold What You've Got","Joe Tex"
"1965-01-29",6,"How Sweet It Is To Be Loved By You","Marvin Gaye"
"1965-01-29",7,"This Diamond Ring","Gary Lewis And The Playboys"
"1965-01-29",8,"Come See About Me","The Supremes"
"1965-01-29",9,"Keep Searchin' (We'll Follow The Sun)","Del Shannon"
"1965-01-29",10,"All Day And All Of The Night","The Kinks"
"1965-01-29",11,"I Feel Fine","The Beatles"
"1965-01-29",12,"My Girl","The Temptations"
"1965-01-29",13,"Let's Lock The Door (And Throw Away The Key)","Jay & The Americans"
"1965-01-29",14,"I'll Be There","Gerry And The Pacemakers"
"1965-01-29",15,"Shake","Sam Cooke"
"1965-01-29",16,"The Jerk","The Larks"
"1965-01-29",17,"Goin' Out Of My Head","Little Anthony And The Imperials"
"1965-01-29",18,"Give Him A Great Big Kiss","The Shangri-Las"
"1965-01-29",19,"Mr. Lonely","Bobby Vinton"
"1965-01-29",20,"Thou Shalt Not Steal","Dick and DeeDee"
"1965-01-29",21,"I Go To Pieces","Peter And Gordon"
"1965-01-29",22,"The Jolly Green Giant","The Kingsmen"
"1965-01-29",23,"The ""In"" Crowd","Dobie Gray"
"1965-01-29",24,"Tell Her No","The Zombies"
"1965-01-29",25,"You're Nobody Till Somebody Loves You","Dean Martin"
"1965-01-29",26,"Heart Of Stone","The Rolling Stones"
"1965-01-29",27,"Don't Forget I Still Love You","Bobbi Martin"
"1965-01-29",28,"Have You Looked Into Your Heart","Jerry Vale"
"1965-01-29",29,"Bye, Bye, Baby (Baby, Goodbye)","The 4 Seasons Featuring the ""Sound of Frankie Valli"""
"1965-01-29",30,"Look Of Love","Lesley Gore"
"1965-01-29",31,"Twine Time","Alvin Cash & The Crawlers"
"1965-01-29",32,"Laugh, Laugh","The Beau Brummels"
"1965-01-29",33,"No Arms Can Ever Hold You","The Bachelors"
"1965-01-29",34,"Use Your Head","Mary Wells"
"1965-01-29",35,"Willow Weep For Me","Chad & Jeremy"
"1965-01-29",36,"Somewhere In Your Heart","Frank Sinatra"
"1965-01-29",37,"She's A Woman","The Beatles"
"1965-01-29",38,"Dear Heart","Andy Williams"
"1965-01-29",39,"The Wedding","Julie Rogers"
"1965-01-29",40,"Any Way You Want It","The Dave Clark Five"
"1965-01-29",41,"My Love, Forgive Me (Amore, Scusami)","Robert Goulet"
"1965-01-29",42,"Dear Heart","Jack Jones"
"1965-01-29",43,"Amen","The Impressions"
"1965-01-29",44,"The Boy From New York City","The Ad Libs"
"1965-01-29",45,"Paper Tiger","Sue Thompson"
"1965-01-29",46,"Lemon Tree","Trini Lopez"
"1965-01-29",47,"Can You Jerk Like Me","The Contours"
"1965-01-29",48,"I Can't Stop","The Honeycombs"
"1965-01-29",49,"Sha La La","Manfred Mann"
"1965-01-29",50,"Come On Do The Jerk","The Miracles"
"1965-01-29",51,"Hawaii Tattoo","The Waikikis"
"1965-01-29",52,"Little Bell","The Dixie Cups"
"1965-01-29",53,"Seven Letters","Ben E. King"
"1965-01-29",54,"Makin' Whoopee","Ray Charles"
"1965-01-29",55,"Do What You Do Do Well","Ned Miller"
"1965-01-29",56,"Bucket ""T""","Ronny And The Daytonas"
"1965-01-29",57,"Thanks A Lot","Brenda Lee"
"1965-01-29",58,"Ode To The Little Brown Shack Out Back","Billy Edd Wheeler"
"1965-01-29",59,"Voice Your Choice","The Radiants"
"1965-01-29",60,"For Lovin' Me","Peter, Paul & Mary"
"1965-01-29",61,"Fancy Pants","Al (He's the King) Hirt"
"1965-01-29",62,"Hello Pretty Girl","Ronnie Dove"
"1965-01-29",63,"King Of The Road","NEW"
"1965-01-29",64,"Red Roses For A Blue Lady","NEW"
