"date","rank","song","artist"
"1994-01-01",1,"Hero","Mariah Carey"
"1994-01-01",2,"Again","Janet Jackson"
"1994-01-01",3,"All That She Wants","Ace Of Base"
"1994-01-01",4,"All For Love","Bryan Adams/Rod Stewart/Sting"
"1994-01-01",5,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf"
"1994-01-01",6,"Breathe Again","Toni Braxton"
"1994-01-01",7,"Gangsta Lean","DRS"
"1994-01-01",8,"What's My Name?","Snoop Dogg"
"1994-01-01",9,"Said I Loved You...But I Lied","Michael Bolton"
"1994-01-01",10,"Shoop","Salt-N-Pepa"
"1994-01-01",11,"Whoomp! (There It Is)","Tag Team"
"1994-01-01",12,"Please Forgive Me","Bryan Adams"
"1994-01-01",13,"Can We Talk","Tevin Campbell"
"1994-01-01",14,"Keep Ya Head Up","2Pac"
"1994-01-01",15,"Just Kickin' It","Xscape"
"1994-01-01",16,"Linger","The Cranberries"
"1994-01-01",17,"Getto Jam","Domino"
"1994-01-01",18,"Cry For You","Jodeci"
"1994-01-01",19,"Because The Night","10,000 Maniacs"
"1994-01-01",20,"Mr. Vain","Culture Beat"
"1994-01-01",21,"Never Keeping Secrets","Babyface"
"1994-01-01",22,"The Power Of Love","Celine Dion"
"1994-01-01",23,"I Can See Clearly Now (From ""Cool Runnings"")","Jimmy Cliff"
"1994-01-01",24,"What Is Love","Haddaway"
"1994-01-01",25,"Hey Mr. D.J.","Zhane"
"1994-01-01",26,"Come Baby Come","R. Kelly"
"1994-01-01",27,"Sex Me (Parts I & II)","Queen Latifah"
"1994-01-01",28,"U.N.I.T.Y.","Gabrielle"
"1994-01-01",29,"Dreams","Mariah Carey"
"1994-01-01",30,"Dreamlover","Hi-Five"
"1994-01-01",31,"Never Should've Let You Go (From ""Sister Act 2"")","Billy Joel"
"1994-01-01",32,"All About Soul","Color Me Badd"
"1994-01-01",33,"Time And Chance","Aerosmith"
"1994-01-01",34,"Cryin'","Joshua Kadison"
"1994-01-01",35,"Jessie","Aerosmith"
"1994-01-01",36,"Amazing","Shaquille O'Neal"
"1994-01-01",37,"(I Know I Got) Skillz","Tony! Toni! Tone!"
"1994-01-01",38,"Anniversary","Gin Blossoms"
"1994-01-01",39,"Found Out About You","Billy Joel"
"1994-01-01",40,"The River Of Dreams","Inner Circle"
"1994-01-01",41,"Sweat (A La La La La Long)","Eazy-E"
"1994-01-01",42,"Real Muthaphuckkin G's","Boyz II Men"
"1994-01-01",43,"Let It Snow","Mr. Big"
"1994-01-01",44,"Wild World","UB40"
"1994-01-01",45,"Higher Ground","Xscape"
"1994-01-01",46,"Understanding","Zapp & Roger"
"1994-01-01",47,"Slow And Easy","Janet Jackson"
"1994-01-01",48,"If","Blind Melon"
"1994-01-01",49,"No Rain","Phil Collins"
"1994-01-01",50,"Both Sides Of The Story","US3"
"1994-01-01",51,"Cantaloop (Flip Fantasia)","Def Leppard"
"1994-01-01",52,"Two Steps Behind (From ""Last Action Hero"")","A Tribe Called Quest"
"1994-01-01",53,"Award Tour","Def Leppard"
"1994-01-01",54,"Miss You In A Heartbeat","Lisette Melendez"
"1994-01-01",55,"Goody Goody","Elton John & Kiki Dee"
"1994-01-01",56,"True Love","Little Texas"
"1994-01-01",57,"God Blessed Texas","Collage"
"1994-01-01",58,"I'll Be Loving You","Intro"
"1994-01-01",59,"Come Inside","Red Hot Chili Peppers"
"1994-01-01",60,"Soul To Squeeze (From ""Coneheads"")","Haddaway"
"1994-01-01",61,"Stay (Faraway, So Close!)","Shai"
"1994-01-01",62,"Life (Everybody Needs Somebody To Love)","Das EFX"
"1994-01-01",63,"Yours","Rick Astley"
"1994-01-01",64,"Freakit","NEW"
"1994-01-01",65,"Hopelessly","NEW"
"1994-01-01",66,"So Much In Love","All-4-One"
"1994-01-01",67,"Everybody Hurts","R.E.M."
"1994-01-01",68,"The Sign","NEW"
"1994-01-01",69,"Cannonball","NEW"
"1994-01-01",70,"Fast As You","Ace Of Base"
"1994-01-01",71,"Into Your Arms","The Breeders"
"1994-01-01",72,"Let Me Ride","Dwight Yoakam"
"1994-01-01",73,"Will You Be There (In The Morning)","The Lemonheads"
"1994-01-01",74,"Sentimental","Dr. Dre"
"1994-01-01",75,"Looking For Mr. Do Right","Heart"
"1994-01-01",76,"As Long As I Can Dream","Kenny G"
"1994-01-01",77,"Give It Up","Jade"
"1994-01-01",78,"Method Man","Expose"
"1994-01-01",79,"Mary Jane's Last Dance","The Goodmen"
"1994-01-01",80,"Really Doe","Wu-Tang Clan"
"1994-01-01",81,"I'm In The Mood","Tom Petty And The Heartbreakers"
"1994-01-01",82,"The Song Remembers When","Ice Cube"
"1994-01-01",83,"John Deere Green","NEW"
"1994-01-01",84,"Addams Family (Whoomp!)","NEW"
"1994-01-01",85,"93 'Til Infinity","CeCe Peniston"
"1994-01-01",86,"Indo Smoke (From ""Poetic Justice"")","Trisha Yearwood"
"1994-01-01",87,"I Never Knew Love","Joe Diffie"
"1994-01-01",88,"Send Me A Lover","NEW"
"1994-01-01",89,"I Love Music (From ""Carlito's Way"")","NEW"
"1994-01-01",90,"Better Than You","Tag Team"
"1994-01-01",91,"Having A Party","Souls Of Mischief"
"1994-01-01",92,"What's It To You","Mista Grimm"
"1994-01-01",93,"I'm Looking For The One (To Be With Me)","NEW"
"1994-01-01",94,"Betcha'll Never Find","NEW"
"1994-01-01",95,"You Don't Have To Worry","Doug Stone"
"1994-01-01",96,"Push The Feeling On","Taylor Dayne"
"1994-01-01",97,"Funk Dat/Why Is It?","Rozalla"
"1994-01-01",98,"Here Come The Lords","Lisa Keith"
"1994-01-01",99,"Rubberband Girl","NEW"
"1994-01-01",100,"Yolanda","NEW"
"1994-01-08",1,"Hero","Mariah Carey"
"1994-01-08",2,"All For Love","Bryan Adams/Rod Stewart/Sting"
"1994-01-08",3,"All That She Wants","Ace Of Base"
"1994-01-08",4,"Again","Janet Jackson"
"1994-01-08",5,"Gangsta Lean","DRS"
"1994-01-08",6,"Breathe Again","Toni Braxton"
"1994-01-08",7,"Whoomp! (There It Is)","Tag Team"
"1994-01-08",8,"What's My Name?","Snoop Dogg"
"1994-01-08",9,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf"
