"date","rank","song","artist"
"1960-01-01",1,"El Paso","Marty Robbins"
"1960-01-01",2,"Why","Frankie Avalon"
"1960-01-01",3,"The Big Hurt","Miss Toni Fisher"
"1960-01-01",4,"Running Bear","Johnny Preston"
"1960-01-01",5,"Way Down Yonder In New Orleans","Freddie Cannon"
"1960-01-01",6,"Heartaches By The Number","Guy Mitchell"
"1960-01-01",7,"It's Time To Cry","Paul Anka"
"1960-01-01",8,"Among My Souvenirs","Connie Francis"
"1960-01-01",9,"Pretty Blue Eyes","Steve Lawrence"
"1960-01-01",10,"Go, Jimmy, Go","Jimmy Clanton"
"1960-01-01",11,"We Got Love","Bobby Rydell"
"1960-01-01",12,"Mack The Knife","Bobby Darin"
"1960-01-01",13,"The Village Of St. Bernadette","Andy Williams"
"1960-01-01",14,"Uh! Oh! Part 2","The Nutty Squirrels"
"1960-01-01",15,"Sandy","Larry Hall"
"1960-01-01",16,"Hound Dog Man","Fabian"
"1960-01-01",17,"Scarlet Ribbons (For Her Hair)","The Browns"
"1960-01-01",18,"Smokie - Part 2","Bill Black's Combo"
"1960-01-01",19,"Not One Minute More","Della Reese"
"1960-01-01",20,"This Friendly World","Fabian"
"1960-01-01",21,"In The Mood","Ernie Fields & Orch."
"1960-01-01",22,"The Little Drummer Boy","The Harry Simeone Chorale"
"1960-01-01",23,"You Got What It Takes","Marv Johnson"
"1960-01-01",24,"First Name Initial","Annette With The Afterbeats"
"1960-01-01",25,"So Many Ways","Brook Benton"
"1960-01-01",26,"Oh! Carol","Neil Sedaka"
"1960-01-01",27,"Be My Guest","Fats Domino"
"1960-01-01",28,"Tear Drop","Santo & Johnny"
"1960-01-01",29,"Teen Angel","Mark Dinning"
"1960-01-01",30,"Come Into My Heart","Lloyd Price and His Orchestra"
"1960-01-01",31,"Mr. Blue","The Fleetwoods"
"1960-01-01",32,"I Wanna Be Loved","Ricky Nelson"
"1960-01-01",33,"Danny Boy","Conway Twitty"
"1960-01-01",34,"Don't You Know","Della Reese"
"1960-01-01",35,"Talk That Talk","Jackie Wilson"
"1960-01-01",36,"Marina","Rocco Granata and the International Quintet"
"1960-01-01",37,"Just Come Home","Hugo & Luigi"
"1960-01-01",38,"How About That","Dee Clark"
"1960-01-01",39,"Swingin' On A Rainbow","Frankie Avalon"
"1960-01-01",40,"Misty","Johnny Mathis"
"1960-01-01",41,"He'll Have To Go","Jim Reeves"
"1960-01-01",42,"Believe Me","Royal Teens"
"1960-01-01",43,"Dance With Me","The Drifters"
"1960-01-01",44,"Just As Much As Ever","Bob Beckham"
"1960-01-01",45,"The Happy Reindeer","Dancer, Prancer And Nervous"
"1960-01-01",46,"Bonnie Came Back","Duane Eddy His Twangy Guitar And The Rebels"
"1960-01-01",47,"(New In) The Ways Of Love","Tommy Edwards"
"1960-01-01",48,"If I Had A Girl","Rod Lauren"
"1960-01-01",49,"Mighty Good","Ricky Nelson"
"1960-01-01",50,"What About Us","The Coasters"
"1960-01-01",51,"Where Or When","Dion & The Belmonts"
"1960-01-01",52,"The Clouds","The Spacemen"
"1960-01-01",53,"Mary Don't You Weep","Stonewall Jackson"
"1960-01-01",54,"Marina","Willy Alberti"
"1960-01-01",55,"(If You Cry) True Love, True Love","The Drifters"
"1960-01-01",56,"No Love Have I","Webb Pierce"
"1960-01-01",57,"Reveille Rock","Johnny And The Hurricanes"
"1960-01-01",58,"Uh! Oh! Part 1","The Nutty Squirrels"
"1960-01-01",59,"Always","Sammy Turner"
"1960-01-01",60,"Shimmy, Shimmy, Ko-Ko-Bop","Little Anthony And The Imperials"
"1960-01-01",61,"The Chipmunk Song (Christmas Don't Be Late)","David Seville And The Chipmunks"
"1960-01-01",62,"Down By The Station","The Four Preps"
"1960-01-01",63,"A Year Ago Tonight","The Crests"
"1960-01-01",64,"Honey Hush","Joe Turner"
"1960-01-01",65,"Lonely Blue Boy","Conway Twitty"
"1960-01-01",66,"Wont'cha Come Home","Lloyd Price and His Orchestra"
"1960-01-01",67,"Handy Man","Jimmy Jones"
"1960-01-01",68,"Crazy Arms","NEW"
"1960-01-01",69,"High School U.S.A.","NEW"
"1960-01-01",70,"Lucky Devil","Bob Beckham"
"1960-01-01",71,"Let's Try Again","Tommy Facenda"
"1960-01-01",72,"Baciare Baciare (Kissing Kissing)","Carl Dobkins, Jr."
"1960-01-01",73,"(Seven Little Girls) Sitting In The Back Seat","Clyde McPhatter"
"1960-01-01",74,"Primrose Lane","Dorothy Collins"
"1960-01-01",75,"This Time Of The Year","Paul Evans and the Curls"
"1960-01-01",76,"Love Potion No. 9","Jerry Wallace With The Jewels"
"1960-01-01",77,"Climb Ev'ry Mountain","Brook Benton"
"1960-01-01",78,"Skokiaan (South African Song)","The Clovers"
"1960-01-01",79,"Sweet Nothin's","Tony Bennett"
"1960-01-01",80,"Run Red Run","NEW"
"1960-01-01",81,"Promise Me A Rose (A Slight Detail)","NEW"
"1960-01-01",82,"Rockin' Little Angel","Bill Haley And His Comets"
"1960-01-01",83,"I'm Movin' On","Brenda Lee"
"1960-01-01",84,"Tracy's Theme","The Coasters"
"1960-01-01",85,"The Little Drummer Boy","Anita Bryant"
"1960-01-01",86,"Little Things Mean A Lot","NEW"
"1960-01-01",87,"Riverboat","NEW"
"1960-01-01",88,"Harlem Nocturne","Ray Smith"
"1960-01-01",89,"God Bless America","Ray Charles and his Orchestra"
"1960-01-01",90,"The Sound Of Music","NEW"
"1960-01-01",91,"I Don't Know What It Is","NEW"
"1960-01-01",92,"Darling Lorraine","Spencer Ross"
"1960-01-01",93,"In The Still Of The Nite","Johnny Cash"
"1960-01-01",94,"Do-Re-Mi","Joni James"
"1960-01-01",95,"Little Coco Palm","NEW"
"1960-01-01",96,"Deck Of Cards","NEW"
"1960-01-01",97,"One Mint Julep","Faron Young"
"1960-01-01",98,"Happy Anniversary","The Viscounts"
"1960-01-01",99,"Smokie-Part 2","Connie Francis"
"1960-01-01",100,"One More Chance","Patti Page"
"1960-01-08",1,"El Paso","Marty Robbins"
"1960-01-08",2,"Why","Frankie Avalon"
"1960-01-08",3,"Way Down Yonder In New Orleans","Freddie Cannon"
"1960-01-08",4,"Running Bear","Johnny Preston"
"1960-01-08",5,"The Big Hurt","Miss Toni Fisher"
"1960-01-08",6,"It's Time To Cry","Paul Anka"
"1960-01-08",7,"Go, Jimmy, Go","Jimmy Clanton"
"1960-01-08",8,"Among My Souvenirs","Connie Francis"
"1960-01-08",9,"Pretty Blue Eyes","Steve Lawrence"
"1960-01-08",10,"Heartaches By The Number","Guy Mitchell"
"1960-01-08",11,"Hound Dog Man","Fabian"
"1960-01-08",12,"The Village Of St. Bernadette","Andy Williams"
"1960-01-08",13,"Mack The Knife","Bobby Darin"
"1960-01-08",14,"Teen Angel","Mark Dinning"
"1960-01-08",15,"You Got What It Takes","Marv Johnson"
"1960-01-08",16,"Not One Minute More","Della Reese"
"1960-01-08",17,"Smokie - Part 2","Bill Black's Combo"
"1960-01-08",18,"We Got Love","Bobby Rydell"
"1960-01-08",19,"Sandy","Larry Hall"
"1960-01-08",20,"First Name Initial","Annette With The Afterbeats"
"1960-01-08",21,"This Friendly World","Fabian"
"1960-01-08",22,"The Little Drummer Boy","The Harry Simeone Chorale"
"1960-01-08",23,"Scarlet Ribbons (For Her Hair)","The Browns"
"1960-01-08",24,"Uh! Oh! Part 2","The Nutty Squirrels"
"1960-01-08",25,"In The Mood","Ernie Fields & Orch."
"1960-01-08",26,"I Wanna Be Loved","Ricky Nelson"
"1960-01-08",27,"Oh! Carol","Neil Sedaka"
"1960-01-08",28,"Where Or When","Dion & The Belmonts"
"1960-01-08",29,"He'll Have To Go","Jim Reeves"
"1960-01-08",30,"Tear Drop","Santo & Johnny"
"1960-01-08",31,"Come Into My Heart","Lloyd Price and His Orchestra"
"1960-01-08",32,"So Many Ways","Brook Benton"
"1960-01-08",33,"Down By The Station","The Four Preps"
"1960-01-08",34,"Talk That Talk","Jackie Wilson"
"1960-01-08",35,"Just Come Home","Hugo & Luigi"
"1960-01-08",36,"If I Had A Girl","Rod Lauren"
"1960-01-08",37,"How About That","Dee Clark"
"1960-01-08",38,"Be My Guest","Fats Domino"
"1960-01-08",39,"Don't You Know","Della Reese"
